Species	Woodiness
Acer pectinatum	woody
Acer pennsylvanicum	woody
Acer pensylvanicum	woody
Acer pictum	woody
Acer platanoides	woody
Acer pseudoplatanus	woody
Acer pseudo-platanus	woody
Acer pseudosieboldianum	woody
Acer pseudo-sieboldianum	woody
Acer ruba	woody
Acer rubrum	woody
Acer rufinerve	woody
Acer saccharinum	woody
Acer saccharophorum	woody
Acer saccharum	woody
Acer sempervirens	woody
Acer senecaense	woody
Acer serrulatum	woody
Acer sieboldianum	woody
Acer sinense	woody
Acer skutchii	woody
Acer spicatum	woody
Acer stachyophyllum	woody
Acer sterculiaceum	woody
Acer stevenii	woody
Acer tataricum	woody
Acer tegmentosum	woody
Acer trautvetteri	woody
Acer triflorum	woody
Acer truncatum	woody
Acer tschonoskii	woody
Acer ukurunduense	woody
Acer velutinum	woody
Acer zoeschense	woody
Aceras anthropophorum	herbaceous
Aceratium concinnum	woody
Aceratium doggrellii	woody
Aceratium megalospermum	woody
Aceratium sericeum	woody
Aceratium sericoleopsis	woody
Achatocarpus praecox	woody
Achillea aegyptiaca	herbaceous
Achillea ageratum	herbaceous
Achillea alpina	herbaceous
Achillea arvensis	conflicting (herbaceous vs. woody)
Achillea asiatica	herbaceous
Achillea aspleniifolia	herbaceous
Achillea atrata	herbaceous
Achillea biebersteinii	herbaceous
Achillea cartilaginea	herbaceous
Achillea clavenae	herbaceous
Achillea clavennae	herbaceous
Achillea clusiana	herbaceous
Achillea clypeolata	herbaceous
Achillea coarctata	herbaceous
Achillea collina	herbaceous
Achillea crithmifolia	herbaceous
Achillea distans	herbaceous
Achillea erba	herbaceous
Achillea erba-rotta	woody
Achillea falcata	herbaceous
Achillea filipendulina	herbaceous
Achillea fragrantissima	herbaceous
Achillea lanulosa	herbaceous
Achillea leptophylla	herbaceous
Achillea macrophylla	herbaceous
Achillea millefolium	herbaceous
Achillea moschata	herbaceous
Achillea nana	herbaceous
Achillea nobilis	herbaceous
Achillea odorata	herbaceous
Achillea pannonica	herbaceous
Achillea pratensis	herbaceous
Achillea ptarmica	herbaceous
Achillea ptarmicoides	herbaceous
Achillea roseo-alba	herbaceous
Achillea salicifolia	herbaceous
Achillea santolina	herbaceous
Achillea serbica	herbaceous
Achillea setacea	herbaceous
Achillea sibirica	herbaceous
Achillea stricta	herbaceous
Achillea wilhelmsii	herbaceous
Achimenes longiflora	herbaceous
Achlaena piptostachya	herbaceous
Achlys triphylla	herbaceous
Achnatherum breviaristatum	herbaceous
Achnatherum bromoides	herbaceous
Achnatherum calamagrostis	herbaceous
Achnatherum chingii	herbaceous
Achnatherum extremiorientale	herbaceous
Achnatherum hookeri	herbaceous
Achnatherum hymenoides	herbaceous
Achnatherum inebrians	herbaceous
Achnatherum lemmonii	herbaceous
Achnatherum lettermanii	herbaceous
Achnatherum nelsonii	herbaceous
Achnatherum occidentale	herbaceous
Achnatherum pekinense	herbaceous
Achnatherum purpurascens	herbaceous
Achnatherum robustum	herbaceous
Achnatherum sibiricum	herbaceous
Achnatherum speciosum	herbaceous
Achnatherum splendens	herbaceous
Achnatherum thurberianum	herbaceous
Achnophora tatei	herbaceous
Achyrachaena mollis	herbaceous
Achyranthes aspera	conflicting (herbaceous vs. woody)
Achyranthes bidentata	conflicting (herbaceous vs. woody)
Achyranthes japonica	herbaceous
Achyranthes longifolia	herbaceous
Achyranthes patula	herbaceous
Achyranthes splendens	woody
Achyrocline satureioides	herbaceous
Achyropsis gracilis	herbaceous
Achyropsis laniceps	herbaceous
Achyropsis leptostachya	conflicting (herbaceous vs. woody)
Achyrospermum cryptanthum	conflicting (herbaceous vs. woody)
Achyrospermum laterale	herbaceous
Achyrospermum schimperi	herbaceous
Achyrothalamus marginatus	herbaceous
Aciachne acicularis	herbaceous
Aciachne flagellifera	herbaceous
Aciachne pulvinata	herbaceous
Acianthus caudatus	herbaceous
Acianthus exsertus	herbaceous
Acianthus fornicatus	herbaceous
Acianthus pusillus	herbaceous
Acicarpha tribuloides	herbaceous
Acidocroton lobulatus	herbaceous
Acidosasa breviclavata	herbaceous
Acidosasa brilletii	herbaceous
Acidosasa chinensis	herbaceous
Acidosasa chinouensis	herbaceous
Acidosasa edulis	herbaceous
Acidosasa guangxiensis	herbaceous
Acidosasa lingchuanensis	herbaceous
Acidosasa nanunica	herbaceous
Acidosasa notata	herbaceous
Acidosasa purpurea	herbaceous
Acidosasa venusta	herbaceous
Acidoton nicaraguensis	not assigned
Acinos alpinus	conflicting (herbaceous vs. woody)
Acinos arvensis	herbaceous
Acioa barteri	woody
Acioa edulis	woody
Acioa guianensis	woody
Aciphylla aurea	herbaceous
Aciphylla glacialis	herbaceous
Aciphylla glaucescens	herbaceous
Aciphylla simplicifolia	herbaceous
Aciphylla subflabellata	conflicting (herbaceous vs. woody)
Ackama rosaefolia	woody
Acmanthera latifolia	woody
Acmella bellidioides	herbaceous
Acmella oppositifolia	herbaceous
Acmella uliginosa	herbaceous
Acmena acuminatissima	woody
Acmena brachyandra	woody
Acmena divaricata	woody
Acmena graveolens	woody
Acmena hemilampra	woody
Acmena ingens	woody
Acmena mackinnoniana	woody
Acmena macrocarpa	woody
Acmena resa	woody
Acmena smithii	woody
Acmenosperma claviflorum	woody
Acmispon americanus	herbaceous
Acmispon brachycarpus	herbaceous
Acmispon denticulatus	herbaceous
Acmispon maritimus	herbaceous
Acmispon parviflorus	herbaceous
Acmispon wrangelianus	herbaceous
Acnistus arborescens	woody
Acnistus australis	woody
Acoelorrhaphe wrightii	woody
Acokanthera laevigata	woody
Acokanthera oblongifolia	woody
Acokanthera oppositifolia	woody
Acokanthera rotundata	woody
Acokanthera schimperi	woody
Acokanthera spectabilis	woody
Acomastylis rossii	herbaceous
Acomis acoma	herbaceous
Aconitum alboviolaceum	herbaceous
Aconitum altaicum	herbaceous
Aconitum austriacum	herbaceous
Aconitum cammarum	herbaceous
Aconitum chasmanthum	herbaceous
Aconitum chinense	herbaceous
Aconitum columbianum	herbaceous
Aconitum czekanovskyi	herbaceous
Aconitum degenii	herbaceous
Aconitum delphinifolium	herbaceous
Aconitum firmum	herbaceous
Aconitum gymnandrum	herbaceous
Aconitum hebegynum	herbaceous
Aconitum heterophyllum	herbaceous
Aconitum kusnezoffii	herbaceous
Aconitum leucostomum	herbaceous
Aconitum lycoctonum	herbaceous
Aconitum napellus	herbaceous
Aconitum nasutum	herbaceous
Aconitum paniculigerum	herbaceous
Aconitum pilipes	herbaceous
Aconitum pilosiusculum	herbaceous
Aconitum plicatum	herbaceous
Aconitum senanense	herbaceous
Aconitum septentrionale	herbaceous
Aconitum sinomontanum	herbaceous
Aconitum soongaricum	herbaceous
Aconitum spathulatum	herbaceous
Aconitum talassicum	herbaceous
Aconitum tauricum	herbaceous
Aconitum variegatum	herbaceous
Aconitum violaceum	herbaceous
Aconitum vulparia	herbaceous
Aconitum yezoense	herbaceous
Aconitum yuparense	herbaceous
Aconogonon alpinum	herbaceous
Aconogonon campanulatum	herbaceous
Aconogonon pamiricum	herbaceous
Aconogonon polystachyum	conflicting (herbaceous vs. woody)
Acorus americanus	herbaceous
Acorus calamus	herbaceous
Acosmium cardenasii	woody
Acosmium dasycarpum	woody
Acosmium elegans	woody
Acosmium nitens	woody
Acosmium panamense	woody
Acosmium praeclarum	woody
Acostia gracilis	herbaceous
Acourtia alamanii	herbaceous
Acourtia dugesii	herbaceous
Acourtia microcephala	herbaceous
Acourtia thurberi	herbaceous
Acrachne henrardiana	herbaceous
Acrachne perrieri	herbaceous
Acrachne racemosa	herbaceous
Acrachne verticillata	herbaceous
Acradenia euodiiformis	woody
Acradenia frankliniae	woody
Acridocarpus adenophorus	woody
Acridocarpus chloropterus	woody
Acridocarpus excelsus	woody
Acridocarpus katangensis	woody
Acridocarpus natalitius	woody
Acridocarpus orientalis	woody
Acridocarpus smeathmannii	woody
Acritochaete volkensii	herbaceous
Acrocarpus fraxinifolius	woody
Acroceras amplectens	herbaceous
Acroceras attenuatum	herbaceous
Acroceras boivinii	herbaceous
Acroceras calcicola	herbaceous
Acroceras chaseae	herbaceous
Acroceras diffusum	herbaceous
Acroceras elegans	herbaceous
Acroceras excavatum	herbaceous
Acroceras fluminense	herbaceous
Acroceras gabunense	herbaceous
Acroceras ivohibense	herbaceous
Acroceras macrum	herbaceous
Acroceras munroanum	herbaceous
Acroceras parvulum	herbaceous
Acroceras tenuicaule	herbaceous
Acroceras tonkinense	herbaceous
Acroceras zizanioides	herbaceous
Acroclinium roseum	herbaceous
Acrocomia aculeata	woody
Acrocomia sclerocarpa	woody
Acrocomia vinifera	woody
Acrodon subulatus	herbaceous
Acroglochin persicarioides	herbaceous
Acronychia acidula	woody
Acronychia acronychioides	woody
Acronychia baeuerlenii	woody
Acronychia crassipetala	woody
Acronychia goniocarpa	woody
Acronychia haplophylla	woody
Acronychia heterophylla	woody
Acronychia imperforata	woody
Acronychia laevis	woody
Acronychia laurifolia	woody
Acronychia melicopoides	woody
Acronychia oblongifolia	woody
Acronychia octandra	woody
Acronychia oligophlebia	woody
Acronychia parviflora	woody
Acronychia pedunculata	woody
Acronychia porteri	woody
Acronychia pubescens	woody
Acronychia pullei	woody
Acronychia suberosa	woody
Acronychia trifoliolata	woody
Acronychia vestita	woody
Acronychia wilcoxiana	woody
Acrophyllum australe	woody
Acropogon dzumacensis	not assigned
Acroporium fuscoflavum	(moss)
Acroptilon repens	herbaceous
Acrostichum aureum	(fern)
Acrotome fleckii	herbaceous
Acrotome inflata	herbaceous
Acrotriche affinis	woody
Acrotriche aggregata	woody
Acrotriche cordata	woody
Acrotriche depressa	woody
Acrotriche divaricata	woody
Acrotriche fasciculiflora	woody
Acrotriche leucocarpa	woody
Acrotriche patula	woody
Acrotriche rigida	woody
Acrotriche serrulata	woody
Actaea alba	herbaceous
Actaea asiatica	herbaceous
Actaea pachypoda	herbaceous
Actaea rubra	herbaceous
Actaea spicata	herbaceous
Actephila excelsa	woody
Actephila lindleyi	woody
Actinidia arguta	woody
Actinidia callosa	not assigned
Actinidia chinensis	woody
Actinidia deliciosa	woody
Actinidia kolomikta	not assigned
Actinidia latifolia	not assigned
Actinidia polygama	not assigned
Actinidia rufa	not assigned
Actinidia strigosa	woody
Actiniopteris dimorpha	(fern)
Actiniopteris pauciloba	(fern)
Actiniopteris radiata	(fern)
Actinobole uliginosum	herbaceous
Actinocheita potentillifolia	woody
Actinocladum verticillatum	herbaceous
Actinodaphne ambigua	woody
Actinodaphne angustifolia	woody
Actinodaphne borneensis	woody
Actinodaphne glabra	woody
Actinodaphne glomerata	woody
Actinodaphne hookeri	woody
Actinodaphne lancifolia	woody
Actinodaphne longifolia	woody
Actinodaphne macrophylla	woody
Actinodaphne maingayi	woody
Actinodaphne malaccensis	woody
Actinodaphne multiflora	woody
Actinodaphne obovata	woody
Actinodaphne omeiensis	woody
Actinodaphne procera	woody
Actinodaphne reticulata	woody
Actinodaphne sesquipedalis	woody
Actinodaphne sphaerocarpa	woody
Actinokentia divaricata	woody
Actinolema macrolema	woody
Actinomeris alternifolia	herbaceous
Actinostemon amazonicus	woody
Actinostemon communis	woody
Actinostemon concepcionis	woody
Actinostemon lanceolatus	woody
Actinostemon lobatum	not assigned
Actinostrobus acuminatus	woody
Actinostrobus arenarius	woody
Actinostrobus glauca	woody
Actinostrobus pyramidalis	woody
Actinotus forsythii	herbaceous
Actinotus gibbonsii	herbaceous
Actinotus helianthi	conflicting (herbaceous vs. woody)
Actinotus leucocephalus	herbaceous
Actinotus minor	herbaceous
Actites megalocarpa	herbaceous
Adansonia aethopium	woody
Adansonia digitata	woody
Adansonia grandidieri	woody
Adansonia gregorii	woody
Adansonia madagascariensis	woody
Adansonia perrieri	woody
Adansonia rubrostipa	woody
Adansonia suarezensis	woody
Adansonia za	woody
Adelia triloba	woody
Adelobotrys adscendens	herbaceous
Adelobotrys boissieriana	herbaceous
Adelobotrys macrantha	woody
Adelobotrys saxosa	not assigned
Adelobotrys scandens	herbaceous
Adelobotrys tessmannii	herbaceous
Adelocaryum eoelestinum	not assigned
Adenandra fragrans	woody
Adenandra gummifera	woody
Adenandra obtusata	woody
Adenanthera abrosperma	woody
Adenanthera bicolor	woody
Adenanthera falcataria	woody
Adenanthera intermedia	woody
Adenanthera mantaroa	woody
Adenanthera microsperma	woody
Adenanthera pavonina	woody
Adenanthera tamarindifolia	woody
Adenanthos cygnorum	woody
Adenaria floribunda	woody
Adenia cissampeloides	not assigned
Adenia cladosepala	not assigned
Adenia cordifolia	herbaceous
Adenia digitata	woody
Adenia dolichosiphon	herbaceous
Adenia ellenbeckii	herbaceous
Adenia erecta	herbaceous
Adenia fruticosa	not assigned
Adenia glauca	woody
Adenia globosa	woody
Adenia goetzei	herbaceous
Adenia gummifera	woody
Adenia hastata	herbaceous
Adenia heterophylla	herbaceous
Adenia hondala	not assigned
Adenia karibaensis	woody
Adenia kigogoensis	not assigned
Adenia lanceolata	herbaceous
Adenia litoralis	not assigned
Adenia lobata	not assigned
Adenia macrophylla	herbaceous
Adenia mcdadiana	not assigned
Adenia metamorpha	not assigned
Adenia mossambicensis	herbaceous
Adenia ovata	herbaceous
Adenia panduriformis	not assigned
Adenia pechuelii	not assigned
Adenia repanda	herbaceous
Adenia rumicifolia	woody
Adenia schliebenii	herbaceous
Adenia spinosa	woody
Adenia stenodactyla	herbaceous
Adenia stolzii	not assigned
Adenia stricta	herbaceous
Adenia tuberifera	herbaceous
Adenia venenata	woody
Adenia volkensii	herbaceous
Adenia wightiana	not assigned
Adenia zambesiensis	herbaceous
Adenium honghel	woody
Adenium multiflora	woody
Adenium multiflorum	woody
Adenium oleifolium	woody
Adenium swazicum	woody
Adenocalymma apurense	not assigned
Adenocalymma arthropetiolatum	not assigned
Adenocalymma bracteatum	not assigned
Adenocalymma bracteolatum	not assigned
Adenocalymma dusenii	not assigned
Adenocalymma magnificum	not assigned
Adenocalymma marginatum	not assigned
Adenocalymma paulistarum	not assigned
Adenocalymma prancei	not assigned
Adenocalymma purpurascens	not assigned
Adenocalymma saulense	woody
Adenocalymma subincanum	not assigned
Adenocalymna alliaceum	not assigned
Adenocarpus complicatus	woody
Adenocarpus decorticans	woody
Adenocarpus foliolosus	woody
Adenocarpus hispanicus	woody
Adenocarpus lainzii	woody
Adenocarpus mannii	woody
Adenocarpus telonensis	woody
Adenocarpus viscosus	woody
Adenocaulon bicolor	herbaceous
Adenocline acuta	conflicting (herbaceous vs. woody)
Adenodolichos baumii	woody
Adenodolichos exellii	woody
Adenodolichos huillensis	conflicting (herbaceous vs. woody)
Adenodolichos paniculatus	woody
Adenodolichos punctatus	woody
Adenodolichos rhomboideus	woody
Adenodolichos rupestris	herbaceous
Adenogramma glomerata	herbaceous
Adenolobus garipensis	woody
Adenolobus pechuelii	woody
Adenophora axilliflora	herbaceous
Adenophora divaricata	herbaceous
Adenophora elata	herbaceous
Adenophora gmelini	not assigned
Adenophora gmelinii	herbaceous
Adenophora lilifolia	herbaceous
Adenophora liliifolia	herbaceous
Adenophora polyantha	herbaceous
Adenophora potaninii	conflicting (herbaceous vs. woody)
Adenophora remotiflora	herbaceous
Adenophora stenanthina	herbaceous
Adenophora stenophylla	herbaceous
Adenophora tetraphylla	herbaceous
Adenophora triphylla	herbaceous
Adenophyllum porophylloides	herbaceous
Adenophyllum porophyllum	herbaceous
Adenopodia polystachya	not assigned
Adenopodia spicata	woody
Adenopus breviflorus	not assigned
Adenosma glutihosum	herbaceous
Adenosma glutinosum	herbaceous
Adenostemma caffrum	herbaceous
Adenostemma lavenia	herbaceous
Adenostephanus guyanensis	woody
Adenostoma fasciculatum	woody
Adenostoma sparsifolium	woody
Adenostyles alliariae	herbaceous
Adenostyles alpina	herbaceous
Adenostyles glabra	herbaceous
Adesmia ameghinoi	woody
Adesmia aphylla	woody
Adesmia argentea	woody
Adesmia argyrophylla	woody
Adesmia balsamica	woody
Adesmia bicolor	herbaceous
Adesmia campestris	woody
Adesmia horrida	woody
Adesmia littoralis	woody
Adesmia microphylla	woody
Adesmia obscura	woody
Adesmia patagonica	woody
Adesmia remyana	woody
Adesmia spinosissima	woody
Adesmia trifoliata	woody
Adesmia villosa	herbaceous
Adiantum aethiopicum	(fern)
Adiantum capillus-veneris	(fern)
Adiantum caudatum	(fern)
Adiantum diaphanum	(fern)
Adiantum flabellulatum	(fern)
Adiantum formosum	(fern)
Adiantum hispidulum	(fern)
Adiantum incisum	(fern)
Adiantum latifolium	(fern)
Adiantum mendoncae	(fern)
Adiantum mettenii	(fern)
Adiantum obliquum	(fern)
Adiantum patens	(fern)
Adiantum pedatum	(fern)
Adiantum philippense	(fern)
Adiantum poiretii	(fern)
Adiantum raddianum	(fern)
Adiantum trapezoides	(fern)
Adina cordifolia	woody
Adina globiflora	woody
Adina microcephala	woody
Adina minutiflora	woody
Adina pilulifera	woody
Adina polycephala	woody
Adina racemosa	not assigned
Adina rubescens	woody
Adina sessilifolia	woody
Adinandra acuminata	woody
Adinandra acutifolia	woody
Adinandra bockiana	woody
Adinandra borneensis	woody
Adinandra collina	woody
Adinandra cordifolia	woody
Adinandra dasyantha	woody
Adinandra dumosa	woody
Adinandra forbesii	woody
Adinandra glischroloma	woody
Adinandra hainanensis	woody
Adinandra integerrima	woody
Adinandra javanica	woody
Adinandra lamponga	woody
Adinandra maculosa	woody
Adinandra millettii	woody
Adinandra nitida	woody
Adinandra polyneura	woody
Adinandra rantepaoensis	woody
Adinandra ryukyuensis	not assigned
Adinandra sarosanthera	woody
Adinandra subauriculata	woody
Adinandra subunguiculata	woody
Adinandra verrucosa	woody
Adinauclea fagifolia	woody
Adiscanthus fusciflorus	woody
Adlumia fungosa	herbaceous
Adolphia californica	woody
Adonidia merrillii	not assigned
Adonis aestivalis	herbaceous
Adonis annua	herbaceous
Adonis autumnalis	herbaceous
Adonis dentata	herbaceous
Adonis flammea	herbaceous
Adonis vernalis	herbaceous
Adoxa moschatellina	herbaceous
Adrastaea salicifolia	not assigned
Adriana quadripartita	woody
Adriana tomentosa	not assigned
Aechmea aquilega	herbaceous
Aechmea bracteata	herbaceous
Aechmea bromeliifolia	not assigned
Aechmea calyculata	herbaceous
Aechmea coelestis	herbaceous
Aechmea cylindrata	herbaceous
Aechmea fasciata	herbaceous
Aechmea lueddemanniana	herbaceous
Aechmea magdalenae	herbaceous
Aechmea mertensii	not assigned
Aechmea miniata	herbaceous
Aechmea nudicaulis	herbaceous
Aechmea pubescens	not assigned
Aechmea recurvata	herbaceous
Aechmea setigera	not assigned
Aechmea tillandsioides	not assigned
Aedesia baumannii	herbaceous
Aegialitis annulata	woody
Aegialitis rotundifolia	woody
Aegiceras corniculatum	woody
Aegiceras floridum	woody
Aegiceras majus	woody
Aegilops bicornis	herbaceous
Aegilops biuncialis	herbaceous
Aegilops caudata	herbaceous
Aegilops columnaris	herbaceous
Aegilops comosa	herbaceous
Aegilops crassa	herbaceous
Aegilops cylindrica	herbaceous
Aegilops dichasians	herbaceous
Aegilops geniculata	herbaceous
Aegilops juvenalis	herbaceous
Aegilops kotschyi	herbaceous
Aegilops longissima	herbaceous
Aegilops lorentii	herbaceous
Aegilops markgrafii	herbaceous
Aegilops mutica	herbaceous
Aegilops neglecta	herbaceous
Aegilops ovata	herbaceous
Aegilops peregrina	herbaceous
Aegilops searsii	herbaceous
Aegilops sharonensis	herbaceous
