Species	PFT
Acer coriaceum	not assigned (tree)
Acer crataegifolium	not assigned (shrub)
Acer davidii	not assigned
Acer diabolicum	not assigned (tree)
Acer distylum	not assigned (tree)
Acer erianthum	not assigned (shrub)
Acer floridanum	not assigned (tree)
Acer glabrum	not assigned (shrub/tree)
Acer granatense	not assigned (tree)
Acer grandidentatum	not assigned (shrub/tree)
Acer griseum	not assigned (tree)
Acer heldreichii	not assigned (tree)
Acer henryi	not assigned (tree)
Acer hyrcanum	not assigned (tree)
Acer japonicum	not assigned (tree)
Acer laevigatum	not assigned (tree)
Acer laurinum	not assigned (tree)
Acer laxiflorum	not assigned (tree)
Acer leucoderme	not assigned (tree)
Acer lobelii	not assigned (tree)
Acer longipes	not assigned (tree)
Acer lucidum	not assigned (tree)
Acer macrophyllum	not assigned (tree)
Acer mandshuricum	not assigned (tree)
Acer maximowiczianum	not assigned (tree)
Acer micranthum	not assigned (tree)
Acer miyabei	not assigned (tree)
Acer monspessulanum	not assigned (tree)
Acer negundo	not assigned (tree)
Acer nigrum	not assigned (tree)
Acer nikoense	not assigned (tree)
Acer oblongum	not assigned (tree)
Acer obtusatum	not assigned (tree)
Acer obtusifolium	not assigned (tree)
Acer oliverianum	not assigned (shrub/tree)
Acer opalus	not assigned (tree)
Acer palmatum	not assigned (shrub/tree)
Acer pectinatum	not assigned (tree)
Acer pensylvanicum	not assigned (tree)
Acer pictum	not assigned (tree)
Acer platanoides	not assigned (tree)
Acer pseudoplatanus	not assigned (tree)
Acer pseudosieboldianum	not assigned (tree)
Acer rubrum	not assigned (tree)
Acer rufinerve	not assigned (tree)
Acer saccharinum	not assigned (tree)
Acer saccharum	not assigned (tree)
Acer sempervirens	not assigned
Acer senecaense	not assigned (tree)
Acer serrulatum	not assigned (tree)
Acer sieboldianum	not assigned (tree)
Acer sinense	not assigned (tree)
Acer skutchii	not assigned (tree)
Acer spicatum	not assigned (shrub/tree)
Acer stachyophyllum	not assigned (shrub/tree)
Acer sterculiaceum	not assigned (shrub/tree)
Acer tataricum	not assigned (shrub/tree)
Acer tegmentosum	not assigned (tree)
Acer triflorum	not assigned (tree)
Acer truncatum	not assigned (tree)
Acer tschonoskii	not assigned (shrub/tree)
Acer ukurunduense	not assigned (tree)
Acer velutinum	not assigned (tree)
Acer zoeschense	not assigned (tree)
Aceratium concinnum	not assigned (tree)
Aceratium doggrellii	not assigned (tree)
Aceratium megalospermum	not assigned (shrub/tree)
Aceratium sericeum	not assigned (tree)
Aceratium sericoleopsis	not assigned (tree)
Achatocarpus praecox	not assigned (tree)
Achillea	forb
Achillea aegyptiaca	forb
Achillea ageratifolia	forb
Achillea ageratum	forb
Achillea alpina	forb
Achillea arabica	forb
Achillea asiatica	forb
Achillea aspleniifolia	forb
Achillea atrata	forb
Achillea cartilaginea	forb
Achillea clavennae	forb
Achillea clusiana	forb
Achillea clypeolata	forb
Achillea coarctata	forb
Achillea collina	forb
Achillea crithmifolia	forb
Achillea distans	forb
Achillea erba-rotta	forb
Achillea falcata	forb
Achillea filipendulina	forb
Achillea fragrantissima	forb
Achillea leptophylla	forb
Achillea macrophylla	forb
Achillea maritima	forb
Achillea millefolium	forb
Achillea nana	forb
Achillea nobilis	forb
Achillea odorata	forb
Achillea pannonica	forb
Achillea pratensis	forb
Achillea ptarmica	forb
Achillea ptarmicoides	forb
Achillea roseoalba	forb
Achillea salicifolia	forb
Achillea santolina	forb
Achillea setacea	forb
Achillea sibirica	forb
Achillea wilhelmsii	forb
Achimenes longiflora	forb
Achlys triphylla	forb
Achnatherum	grass
Achnatherum breviaristatum	grass
Achnatherum bromoides	grass
Achnatherum calamagrostis	grass
Achnatherum inebrians	grass
Achnatherum pekinense	grass
Achnatherum sibiricum	grass
Achnatherum virescens	grass
Achnophora tatei	forb
Achyrachaena mollis	forb
Achyranthemum paniculatum	not assigned ()
Achyranthes aspera	not assigned (herb/shrub)
Achyranthes bidentata	forb
Achyranthes splendens	not assigned (shrub)
Achyrocline satureioides	forb
Achyropsis gracilis	forb
Achyropsis laniceps	forb
Achyropsis leptostachya	not assigned (herb/shrub)
Achyrospermum cryptanthum	not assigned (herb/shrub)
Achyrospermum laterale	forb
Achyrospermum schimperi	forb
Aciachne acicularis	grass
Aciachne flagellifera	grass
Aciachne pulvinata	grass
Acianthera verecunda	forb
Acianthus caudatus	forb
Acianthus exsertus	forb
Acianthus fornicatus	forb
Acianthus pusillus	forb
Acicarpha tribuloides	forb
Acidocroton lobulatus	forb
Acidosasa breviclavata	grass
Acidosasa brilletii	grass
Acidosasa chinensis	grass
Acidosasa edulis	grass
Acidosasa glauca	grass
Acidosasa guangxiensis	grass
Acidosasa lingchuanensis	grass
Acidosasa nanunica	grass
Acidosasa notata	grass
Acidosasa purpurea	grass
Acidosasa venusta	grass
Acioa edulis	not assigned (tree)
Acioa guianensis	not assigned (tree)
Acioa longipendula	not assigned (tree)
Aciphylla aurea	forb
Aciphylla glacialis	forb
Aciphylla glaucescens	forb
Aciphylla simplicifolia	forb
Aciphylla subflabellata	not assigned (herb/shrub)
Ackama australiensis	not assigned (tree)
Ackama brassii	not assigned (tree)
Ackama celebica	not assigned (tree)
Ackama paniculosa	not assigned (tree)
Ackama papuana	not assigned (tree)
Ackama rosifolia	not assigned
Acmanthera latifolia	not assigned (tree)
Acmella	forb
Acmella bellidioides	forb
Acmella uliginosa	forb
Acmispon	not assigned (legume?)
Acmispon americanus	legume
Acmispon argophyllus	not assigned (legume?)
Acmispon brachycarpus	legume
Acmispon dendroideus	not assigned (legume?)
Acmispon denticulatus	legume
Acmispon glaber	not assigned (shrub)
Acmispon grandiflorus	not assigned (legume?)
Acmispon junceus	not assigned (legume?)
Acmispon maritimus	legume
Acmispon oroboides	not assigned (legume?)
Acmispon parviflorus	legume
Acmispon rigidus	not assigned
Acmispon strigosus	legume
Acmispon wrangelianus	legume
Acmispon wrightii	legume
Acoelorraphe wrightii	not assigned (shrub/tree)
Acokanthera laevigata	not assigned (shrub/tree)
Acokanthera oblongifolia	not assigned (shrub/tree)
Acokanthera oppositifolia	not assigned (shrub)
Acokanthera rotundata	not assigned (shrub/tree)
Acokanthera schimperi	not assigned (shrub/tree)
Acomis acoma	forb
Aconitum	forb
Aconitum alboviolaceum	forb
Aconitum ambiguum	forb
Aconitum austriacum	forb
Aconitum cammarum	forb
Aconitum chasmanthum	forb
Aconitum columbianum	forb
Aconitum degenii	forb
Aconitum delphinifolium	forb
Aconitum firmum	forb
Aconitum fischeri	forb
Aconitum glandulosum	forb
Aconitum hebegynum	forb
Aconitum heterophyllum	forb
Aconitum jaluense	forb
Aconitum kusnezoffii	forb
Aconitum leucostomum	forb
Aconitum lycoctonum	forb
Aconitum napellus	forb
Aconitum pilipes	forb
Aconitum pilosiusculum	forb
Aconitum plicatum	forb
Aconitum sachalinense	forb
Aconitum senanense	forb
Aconitum septentrionale	forb
Aconitum sinomontanum	forb
Aconitum soongaricum	forb
Aconitum spathulatum	forb
Aconitum talassicum	forb
Aconitum tauricum	forb
Aconitum variegatum	forb
Aconitum violaceum	forb
Aconitum yuparense	forb
Acorus calamus	forb
Acosmium cardenasii	not assigned (tree)
Acostia gracilis	grass
Acourtia	forb
Acourtia dugesii	forb
Acourtia fruticosa	not assigned ()
Acourtia humboldtii	forb
Acourtia microcephala	forb
Acourtia nana	not assigned ()
Acourtia thurberi	forb
Acrachne henrardiana	grass
Acrachne perrieri	grass
Acrachne racemosa	grass
Acrachne verticillata	grass
Acradenia euodiiformis	not assigned (tree)
Acradenia frankliniae	not assigned (shrub/tree)
Acridocarpus adenophorus	not assigned (tree)
Acridocarpus chloropterus	not assigned (shrub)
Acridocarpus excelsus	not assigned (shrub)
Acridocarpus katangensis	not assigned (shrub/tree)
Acridocarpus natalitius	not assigned (shrub/tree)
Acridocarpus orientalis	not assigned (shrub)
Acridocarpus smeathmannii	not assigned (shrub)
Acritochaete volkensii	grass
Acrocarpus fraxinifolius	not assigned
Acroceras amplectens	grass
Acroceras attenuatum	grass
Acroceras boivinii	grass
Acroceras calcicola	grass
Acroceras chaseae	grass
Acroceras diffusum	grass
Acroceras elegans	grass
Acroceras excavatum	grass
Acroceras fluminense	grass
Acroceras gabunense	grass
Acroceras ivohibense	grass
Acroceras macrum	grass
Acroceras munroanum	grass
Acroceras parvulum	grass
Acroceras tenuicaule	grass
Acroceras tonkinense	grass
Acroceras zizanioides	grass
Acrocomia aculeata	not assigned (tree)
Acrodon subulatus	forb
Acroglochin persicarioides	forb
Acronychia acidula	not assigned (tree)
Acronychia acronychioides	not assigned
Acronychia baeuerlenii	not assigned (tree)
Acronychia crassipetala	not assigned (shrub)
Acronychia goniocarpa	not assigned (shrub)
Acronychia imperforata	not assigned (tree)
Acronychia laevis	not assigned (shrub/tree)
Acronychia oblongifolia	not assigned (tree)
Acronychia octandra	not assigned (tree)
Acronychia parviflora	not assigned (shrub)
Acronychia pedunculata	not assigned
Acronychia pubescens	not assigned (tree)
Acronychia pullei	not assigned (tree)
Acronychia suberosa	not assigned (tree)
Acronychia trifoliolata	not assigned (tree)
Acronychia vestita	not assigned (tree)
Acronychia wilcoxiana	not assigned (tree)
Acrophyllum australe	not assigned
Acropogon dzumacensis	not assigned ()
Acroporium fuscoflavum	not assigned (moss)
Acrostichum aureum	not assigned (fern)
Acrothamnus colensoi	not assigned (shrub)
Acrothamnus hookeri	not assigned ()
Acrothamnus melaleucoides	not assigned (shrub)
Acrothamnus montanus	not assigned ()
Acrothamnus suaveolens	not assigned (shrub)
Acrotome fleckii	forb
Acrotome inflata	forb
Acrotriche affinis	not assigned (shrub)
Acrotriche aggregata	not assigned (shrub)
Acrotriche cordata	not assigned (shrub)
Acrotriche depressa	not assigned (shrub)
Acrotriche divaricata	not assigned (shrub)
Acrotriche fasciculiflora	not assigned (shrub)
Acrotriche leucocarpa	not assigned (shrub)
Acrotriche patula	not assigned (shrub)
Acrotriche rigida	not assigned (shrub)
Acrotriche serrulata	not assigned (shrub)
Actaea asiatica	forb
Actaea dahurica	forb
Actaea pachypoda	forb
Actaea racemosa	forb
Actaea rubra	forb
Actaea simplex	forb
Actaea spicata	forb
Actephila excelsa	not assigned (shrub/tree)
Actephila lindleyi	not assigned (shrub/tree)
Actinidia arguta	not assigned (shrub/tree)
Actinidia callosa	not assigned ()
Actinidia chinensis	not assigned (shrub)
Actinidia kolomikta	not assigned ()
Actinidia latifolia	not assigned ()
Actinidia polygama	not assigned ()
Actinidia rufa	not assigned ()
Actinidia strigosa	not assigned (shrub/tree)
Actiniopteris dimorpha	not assigned (fern)
Actiniopteris pauciloba	not assigned (fern)
Actiniopteris radiata	not assigned (fern)
Actinobole uliginosum	forb
Actinocheita filicina	not assigned (shrub/tree)
Actinocladum verticillatum	grass
Actinodaphne	not assigned (tree)
Actinodaphne acuminata	not assigned (tree)
Actinodaphne ambigua	not assigned (tree)
Actinodaphne angustifolia	not assigned (tree)
Actinodaphne borneensis	not assigned (tree)
Actinodaphne glabra	not assigned (tree)
Actinodaphne glomerata	not assigned
Actinodaphne macrophylla	not assigned (tree)
Actinodaphne malaccensis	not assigned (tree)
Actinodaphne multiflora	not assigned (tree)
Actinodaphne obovata	not assigned (tree)
Actinodaphne omeiensis	not assigned (tree)
Actinodaphne procera	not assigned (tree)
Actinodaphne reticulata	not assigned (tree)
Actinodaphne sesquipedalis	not assigned (tree)
Actinodaphne sphaerocarpa	not assigned (tree)
Actinolema macrolema	not assigned (tree)
Actinoscirpus grossus	grass
Actinostemon	not assigned ()
Actinostemon amazonicus	not assigned (shrub)
Actinostemon concepcionis	not assigned (shrub)
Actinostemon concolor	not assigned (tree)
Actinostemon klotzschii	not assigned (tree)
Actinostemon lanceolatus	not assigned (tree)
Actinostrobus	not assigned (tree)
Actinostrobus acuminatus	not assigned (tree)
Actinostrobus arenarius	not assigned (tree)
Actinostrobus pyramidalis	not assigned (tree)
Actinotus forsythii	forb
Actinotus gibbonsii	forb
Actinotus helianthi	not assigned (herb/shrub)
Actinotus leucocephalus	forb
Actinotus minor	forb
Adansonia	not assigned (tree)
Adansonia digitata	not assigned (tree)
Adansonia grandidieri	not assigned (tree)
Adansonia gregorii	not assigned (tree)
Adansonia madagascariensis	not assigned (tree)
Adansonia perrieri	not assigned (tree)
Adansonia rubrostipa	not assigned (tree)
Adansonia suarezensis	not assigned (tree)
Adansonia za	not assigned (tree)
Adelia triloba	not assigned (tree)
Adelinia grande	forb
Adelobotrys adscendens	forb
Adelobotrys boissierianus	forb
Adelobotrys macranthus	not assigned (shrub)
Adelobotrys saxosus	not assigned ()
Adelobotrys scandens	forb
Adelobotrys tessmannii	forb
Adelocaryum	not assigned ()
Adelphia hiraea	not assigned
Adelphia macrophylla	not assigned ()
Adenandra fragrans	not assigned (shrub)
Adenandra gummifera	not assigned (shrub)
Adenandra obtusata	not assigned (shrub)
Adenanthera abrosperma	not assigned (tree)
Adenanthera aglaosperma	not assigned (tree)
Adenanthera intermedia	not assigned (tree)
Adenanthera mantaroa	not assigned (tree)
Adenanthera microsperma	not assigned
Adenanthera pavonina	not assigned (tree)
Adenanthos cygnorum	not assigned (shrub)
Adenaria floribunda	not assigned (shrub)
Adenia cissampeloides	not assigned ()
Adenia cladosepala	not assigned ()
Adenia cordifolia	forb
Adenia digitata	not assigned (shrub)
Adenia dolichosiphon	forb
Adenia ellenbeckii	forb
Adenia erecta	forb
Adenia fruticosa	not assigned ()
Adenia glauca	not assigned (shrub)
Adenia globosa	not assigned (shrub)
Adenia goetzei	forb
Adenia gummifera	not assigned (shrub)
Adenia hastata	forb
Adenia heterophylla	forb
Adenia hondala	not assigned ()
Adenia karibaensis	not assigned (tree)
Adenia kigogoensis	not assigned ()
Adenia lanceolata	forb
Adenia litoralis	not assigned ()
Adenia lobata	not assigned
Adenia macrophylla	forb
Adenia mcdadiana	not assigned ()
Adenia metamorpha	not assigned ()
Adenia mossambicensis	forb
Adenia ovata	forb
Adenia panduriformis	not assigned ()
Adenia pechuelii	not assigned ()
Adenia repanda	forb
Adenia schliebenii	forb
Adenia spinosa	not assigned (shrub)
Adenia stenodactyla	forb
Adenia stolzii	not assigned ()
Adenia stricta	forb
Adenia tuberifera	forb
Adenia venenata	not assigned (shrub/tree)
Adenia volkensii	forb
Adenia wightiana	not assigned ()
Adenia zambesiensis	forb
Adenium obesum	not assigned
Adenocalymma albiflorum	not assigned ()
Adenocalymma allamandiflorum	not assigned ()
Adenocalymma apurense	not assigned ()
Adenocalymma arthropetiolatum	not assigned ()
Adenocalymma bracteatum	not assigned ()
Adenocalymma bracteolatum	not assigned ()
Adenocalymma bracteosum	not assigned ()
Adenocalymma cladotrichum	not assigned ()
Adenocalymma dusenii	not assigned ()
Adenocalymma magnificum	not assigned ()
Adenocalymma marginatum	not assigned ()
Adenocalymma moringifolium	not assigned ()
Adenocalymma neoflavidum	not assigned (shrub/tree)
Adenocalymma paulistarum	not assigned ()
Adenocalymma prancei	not assigned ()
Adenocalymma purpurascens	not assigned ()
Adenocalymma racemosum	not assigned ()
Adenocalymma saulense	not assigned (shrub)
Adenocalymma schomburgkii	not assigned ()
Adenocalymma subincanum	not assigned ()
Adenocalymma tanaeciicarpum	not assigned (tree)
Adenocarpus complicatus	not assigned (shrub)
Adenocarpus decorticans	not assigned (shrub)
Adenocarpus foliolosus	not assigned (shrub/tree)
Adenocarpus hispanicus	not assigned (shrub)
Adenocarpus mannii	not assigned (shrub)
Adenocarpus telonensis	not assigned (shrub)
Adenocarpus viscosus	not assigned (shrub)
Adenocaulon bicolor	forb
Adenochlaena leucocephala	not assigned ()
Adenochloa adenophora	grass
Adenochloa bullockii	grass
Adenochloa claytonii	grass
Adenochloa ecklonii	grass
Adenochloa flacciflora	grass
Adenochloa habrothrix	grass
Adenochloa hymeniochila	grass
Adenochloa lukwangulense	grass
Adenochloa nigromarginata	grass
Adenochloa pectinella	grass
Adenochloa pole-evansii	grass
Adenochloa sadinii	grass
Adenocline acuta	not assigned (herb/shrub)
Adenodolichos baumii	not assigned (shrub)
Adenodolichos exellii	not assigned (shrub)
Adenodolichos huillensis	not assigned (herb/shrub)
Adenodolichos paniculatus	not assigned (shrub)
Adenodolichos punctatus	not assigned (shrub)
Adenodolichos rhomboideus	not assigned (shrub)
Adenodolichos rupestris	legume
Adenogramma glomerata	forb
Adenolobus garipensis	not assigned (shrub/tree)
Adenolobus pechuelii	not assigned (shrub)
Adenophora divaricata	forb
Adenophora elata	forb
Adenophora gmelinii	forb
Adenophora lilifolia	forb
Adenophora liliifolia	forb
Adenophora polyantha	forb
Adenophora potaninii	not assigned (herb/shrub)
Adenophora remotiflora	forb
Adenophora stenanthina	forb
Adenophora stenophylla	forb
Adenophora stricta	forb
Adenophora triphylla	forb
Adenophyllum cancellatum	forb
Adenophyllum cooperi	not assigned ()
Adenophyllum porophylloides	forb
Adenophyllum porophyllum	forb
Adenopodia schlechteri	not assigned (legume?)
Adenopodia spicata	not assigned (shrub/tree)
Adenosma glutinosa	forb
Adenostemma caffrum	forb
Adenostemma lavenia	forb
Adenostoma fasciculatum	not assigned (shrub)
Adenostoma sparsifolium	not assigned (shrub)
Adenostyles alliariae	forb
Adenostyles alpina	forb
Adesmia aegiceras	not assigned (shrub)
Adesmia ameghinoi	not assigned (shrub)
Adesmia aphylla	not assigned (shrub)
Adesmia argentea	not assigned (shrub)
Adesmia argyrophylla	not assigned (shrub)
Adesmia balsamica	not assigned (shrub)
Adesmia bicolor	legume
Adesmia horrida	not assigned (shrub)
Adesmia littoralis	not assigned (shrub)
Adesmia microphylla	not assigned (shrub)
Adesmia obscura	not assigned (shrub)
