Species	PFT
Flindersia brayleyana	(tree)
Flindersia collina	(tree)
Flindersia fournieri	(tree)
Flindersia ifflaiana	(tree)
Flindersia laevicarpa	(tree)
Flindersia maculosa	(tree)
Flindersia pimenteliana	(tree)
Flindersia schottiana	(tree)
Flindersia xanthoxyla	(tree)
Floerkea proserpinacoides	forb
Floscopa africana	forb
Floscopa elegans	forb
Floscopa glomerata	forb
Flourensia campestris	(shrub)
Flourensia cernua	(shrub)
Flourensia glutinosa	not assigned
Flourensia pringlei	(shrub)
Flourensia riparia	not assigned
Flourensia thurifera	(shrub)
Floydia praealta	not assigned
Flueggea flexuosa	(tree)
Flueggea neowawraea	not assigned
Flueggea spirei	(shrub/tree)
Flueggea suffruticosa	not assigned
Flueggea tinctoria	not assigned
Flueggea virosa	(shrub/tree)
Foeniculum vulgare	forb
Foetidia asymetrica	(tree)
Foetidia clusioides	(tree)
Foetidia mauritiana	(tree)
Foetidia obliqua	(tree)
Foetidia parviflora	(tree)
Foetidia retusa	not assigned
Fokienia hodginsii	(tree)
Foleyola billotii	not assigned
Fontainea australis	not assigned
Fontainea oraria	(tree)
Fontainea pancheri	not assigned
Fontainea picrosperma	(tree)
Fontanesia philliraeoides	not assigned
Forchhammeria longifolia	not assigned
Forchhammeria macrocarpa	not assigned
Forchhammeria pallida	(tree)
Fordia johorensis	(legume?)
Fordia splendidissima	(legume?)
Forestiera acuminata	(shrub/tree)
Forestiera angustifolia	(shrub)
Forestiera phillyreoides	not assigned
Forestiera pubescens	(shrub)
Forestiera reticulata	not assigned
Forestiera rotundifolia	not assigned
Forestiera tomentosa	not assigned
Forsskaolea candida	(shrub)
Forsskaolea hereroensis	forb
Forsskaolea tenacissima	not assigned
Forsskaolea viridis	not assigned
Forsteronia acouci	(shrub)
Forsteronia affinis	not assigned
Forsteronia amblybasis	not assigned
Forsteronia glabrescens	not assigned
Forsteronia gracilis	not assigned
Forsteronia graciloides	not assigned
Forsteronia guyanensis	not assigned
Forsteronia leptocarpa	not assigned
Forsteronia mollis	(tree)
Forsteronia myriantha	forb
Forsteronia pilosa	not assigned
Forsteronia pubescens	not assigned
Forsteronia refracta	not assigned
Forsteronia rufa	not assigned
Forsteronia spicata	forb
Forsteronia velloziana	not assigned
Forsythia europaea	not assigned
Forsythia intermedia	(shrub)
Forsythia suspensa	(shrub)
Forsythia viridissima	not assigned
Fortunearia sinensis	not assigned
Fortuynia bungei	not assigned
Fothergilla gardenii	(shrub)
Fothergilla latifolia	not assigned
Fouquieria columnaris	not assigned
Fouquieria formosa	(shrub/tree)
Fouquieria ochoterenae	not assigned
Fouquieria splendens	(shrub)
Fourraea alpina	forb
Foveolina dichotoma	not assigned
Fragaria ananassa	forb
Fragaria bifera	not assigned
Fragaria chiloensis	forb
Fragaria intermedia	not assigned
Fragaria moschata	forb
Fragaria neglecta	not assigned
Fragaria species	not assigned
Fragaria vesca	forb
Fragaria virginiana	forb
Fragaria viridis	forb
Franciscodendron laurifolium	(tree)
Francoa appendiculata	forb
Frangula alnus	(shrub/tree)
Frangula azorica	not assigned
Frangula betulifolia	(shrub/tree)
Frangula californica	(shrub/tree)
Frangula capreifolia	not assigned
Frangula caroliniana	(shrub/tree)
Frangula hintonii	not assigned
Frangula oreodendron	(shrub/tree)
Frangula purshiana	(shrub/tree)
Frangula rubra	not assigned
Frangula rupestris	not assigned
Frangula sphaerosperma	not assigned
Frankenia chilensis	not assigned
Frankenia ericifolia	(shrub)
Frankenia fecunda	not assigned
Frankenia fischeri	not assigned
Frankenia gypsophila	not assigned
Frankenia jamesii	not assigned
Frankenia johnstonii	not assigned
Frankenia juniperoides	not assigned
Frankenia laevis	(shrub)
Frankenia margaritae	not assigned
Frankenia microphylla	(shrub)
Frankenia palmeri	not assigned
Frankenia patagonica	(shrub)
Frankenia pauciflora	not assigned
Frankenia pomonensis	not assigned
Frankenia portulacifolia	not assigned
Frankenia pulverulenta	not assigned
Frankenia salina	forb
Frankenia thymifolia	(shrub)
Frankenia triandra	not assigned
Franklinia alatamaha	(shrub/tree)
Frasera albicaulis	not assigned
Frasera albomarginata	not assigned
Frasera parryi	not assigned
Frasera speciosa	not assigned
Fraxinus americana	(tree)
Fraxinus angustifolia	(tree)
Fraxinus anomala	(shrub/tree)
Fraxinus bungeana	(tree)
Fraxinus caroliniana	(shrub/tree)
Fraxinus chinensis	(tree)
Fraxinus dipetala	not assigned
Fraxinus excelsior	(tree)
Fraxinus floribunda	not assigned
Fraxinus gooddingii	not assigned
Fraxinus griffithii	not assigned
Fraxinus lanuginosa	(tree)
Fraxinus latifolia	(tree)
Fraxinus malacophylla	not assigned
Fraxinus mandshurica	(tree)
Fraxinus micrantha	not assigned
Fraxinus nigra	(tree)
Fraxinus odontocalyx	(tree)
Fraxinus ornus	(tree)
Fraxinus oxyphylla	not assigned
Fraxinus pallisiae	not assigned
Fraxinus paxiana	not assigned
Fraxinus pennsylvanica	(tree)
Fraxinus platypoda	not assigned
Fraxinus profunda	(tree)
Fraxinus quadrangulata	(tree)
Fraxinus sieboldiana	not assigned
Fraxinus species	not assigned
Fraxinus sylvatica	(tree)
Fraxinus uhdei	(tree)
Fraxinus velutina	(tree)
Fraxinus xanthoxyloides	not assigned
Freesia grandiflora	forb
Freesia laxa	forb
Freesia refracta	forb
Fremontodendron californicum	(shrub/tree)
Fremontodendron decumbens	not assigned
Fremontodendron mexicanum	(shrub)
Freycinetia angustissima	not assigned
Freycinetia arborea	(shrub)
Freycinetia banksii	(shrub)
Freycinetia baueriana	not assigned
Freycinetia cumingiana	not assigned
Freycinetia excelsa	not assigned
Freycinetia javanica	not assigned
Freycinetia multiflora	not assigned
Freycinetia philippinensis	not assigned
Freycinetia sumatrana	not assigned
Freycinetia vidalii	not assigned
Freylinia lanceolata	(tree)
Freylinia tropica	(shrub)
Freziera candicans	(tree)
Freziera canescens	not assigned
Freziera undulata	not assigned
Fridericia candicans	not assigned
Fridericia chica	not assigned
Fridericia cinnamomea	not assigned
Fridericia conjugata	not assigned
Fridericia craterophora	not assigned
Fridericia fagoides	not assigned
Fridericia fanshawei	not assigned
Fridericia florida	not assigned
Fridericia formosa	not assigned
Fridericia japurensis	not assigned
Fridericia leucopogon	not assigned
Fridericia mollis	not assigned
Fridericia mollissima	not assigned
Fridericia mutabilis	not assigned
Fridericia nigrescens	not assigned
Fridericia oxycarpa	not assigned
Fridericia patellifera	forb
Fridericia podopogon	not assigned
Fridericia prancei	forb
Fridericia pubescens	not assigned
Fridericia samydoides	not assigned
Fridericia schumanniana	forb
Fridericia speciosa	not assigned
Fridericia trailii	not assigned
Fridericia triplinervia	not assigned
Fridericia tuberculata	not assigned
Friesodielsia glauca	not assigned
Friesodielsia grandifolia	not assigned
Friesodielsia obovata	(shrub/tree)
Fritillaria affinis	forb
Fritillaria atropurpurea	forb
Fritillaria biflora	forb
Fritillaria caucasica	forb
Fritillaria collina	forb
Fritillaria crassifolia	forb
Fritillaria ehrhartii	not assigned
Fritillaria epirotica	not assigned
Fritillaria graeca	forb
Fritillaria imperialis	forb
Fritillaria liliacea	forb
Fritillaria lusitanica	not assigned
Fritillaria meleagris	forb
Fritillaria messanensis	not assigned
Fritillaria micrantha	forb
Fritillaria orientalis	forb
Fritillaria pluriflora	forb
Fritillaria pudica	forb
Fritillaria purdyi	forb
Fritillaria recurva	forb
Fritillaria sewerzowii	forb
Fritillaria species	not assigned
Fritillaria striata	forb
Froelichia arizonica	not assigned
Froelichia compressa	not assigned
Froelichia floridana	forb
Froelichia gracilis	forb
Froelichia interrupta	forb
Froesia diffusa	(tree)
Froesiochloa boutelouoides	grass
Frommia ceratophylloides	forb
Fuchsia arborescens	(shrub/tree)
Fuchsia excorticata	(tree)
Fuchsia fulgens	not assigned
Fuchsia lycioides	not assigned
Fuchsia magellanica	(shrub)
Fuchsia microphylla	not assigned
Fuchsia paniculata	not assigned
Fuchsia parviflora	not assigned
Fuertesimalva peruviana	not assigned
Fuirena ciliaris	grass
Fuirena glomerata	grass
Fuirena incrassata	grass
Fuirena leptostachya	grass
Fuirena nudiflora	grass
Fuirena pubescens	grass
Fuirena simplex	grass
Fuirena species	grass
Fuirena squarrosa	grass
Fuirena stricta	grass
Fuirena umbellata	grass
Fumana aciphylla	not assigned
Fumana arabica	(shrub)
Fumana bonapartei	not assigned
Fumana ericoides	(shrub)
Fumana hispidula	(shrub)
Fumana laevipes	(shrub)
Fumana paradoxa	not assigned
Fumana procumbens	(shrub)
Fumana scoparia	not assigned
Fumana thymifolia	(shrub)
Fumaria bastardii	forb
Fumaria capreolata	forb
Fumaria densiflora	forb
Fumaria macrocarpa	forb
Fumaria martinii	not assigned
Fumaria muralis	forb
Fumaria occidentalis	forb
Fumaria officinalis	forb
Fumaria parviflora	forb
Fumaria purpurea	forb
Fumaria reuteri	forb
Fumaria rostellata	forb
Fumaria schleicheri	forb
Fumaria vaillantii	forb
Funastrum clausum	not assigned
Funastrum elegans	not assigned
Funastrum pannosum	not assigned
Funastrum utahense	forb
Funtumia africana	(tree)
Funtumia elastica	(tree)
Furcraea tuberosa	conflicting (forb vs. shrub)
Fusaea longifolia	(tree)
Gaertnera arenaria	not assigned
Gaertnera bieleri	not assigned
Gaertnera cooperi	not assigned
Gaertnera edentata	not assigned
Gaertnera liberiensis	not assigned
Gaertnera longevaginalis	not assigned
Gaertnera longivaginalis	not assigned
Gaertnera paniculata	(shrub/tree)
Gaertnera vaginans	not assigned
Gagea arvensis	forb
Gagea bohemica	forb
Gagea bulbifera	forb
Gagea chlorantha	forb
Gagea fragifera	not assigned
Gagea graeca	forb
Gagea lutea	forb
Gagea minima	forb
Gagea polymorpha	not assigned
Gagea pomeranica	not assigned
Gagea pratensis	forb
Gagea reticulata	not assigned
Gagea serotina	forb
Gagea spathacea	forb
Gagea species	not assigned
Gagea villosa	forb
Gagnebina commersoniana	(legume?)
Gagnebina microcephala	(legume?)
Gagnebina pterocarpa	(legume?)
Gahnia aspera	grass
Gahnia beecheyi	grass
Gahnia clarkei	grass
Gahnia decomposita	grass
Gahnia deusta	grass
Gahnia erythrocarpa	grass
Gahnia filifolia	grass
Gahnia filum	grass
Gahnia grandis	grass
Gahnia lacera	grass
Gahnia lanigera	grass
Gahnia melanocarpa	grass
Gahnia microstachya	grass
Gahnia pauciflora	grass
Gahnia procera	grass
Gahnia radula	grass
Gahnia setifolia	grass
Gahnia sieberiana	grass
Gahnia subaequiglumis	grass
Gahnia trifida	grass
Gahnia tristis	grass
Gahnia xanthocarpa	grass
Gaiadendron punctatum	not assigned
Gaillardia aristata	forb
Gaillardia grandiflora	not assigned
Gaillardia parryi	not assigned
Gaillardia picta	conflicting (forb vs. shrub)
Gaillardia pinnatifida	conflicting (forb vs. shrub)
Gaillardia pulchella	conflicting (forb vs. shrub)
Gaillardia spathulata	not assigned
Gaillardia species	not assigned
Gaillardia suavis	not assigned
Galactia elliottii	(legume?)
Galactia jussiaeana	(shrub)
Galactia megalophylla	(shrub)
Galactia species	not assigned
Galactia striata	conflicting (forb vs. shrub)
Galactia tenuiflora	(legume?)
Galactia texana	(legume?)
Galactia volubilis	legume
Galactia wrightii	(legume?)
Galactites tomentosa	forb
Galactophora crassifolia	(tree)
Galactophora pumila	not assigned
Galanthus alpinus	forb
Galanthus caucasicus	forb
Galanthus elwesii	forb
Galanthus ikariae	forb
Galanthus lagodechianus	forb
Galanthus nivalis	forb
Galanthus platyphyllus	forb
Galanthus woronowii	forb
Galatella sedifolia	forb
Galatella villosa	not assigned
Galbulimima belgraveana	(tree)
Galearia aristifera	not assigned
Galearia celebica	not assigned
Galearia filiformis	not assigned
Galearia fulva	(tree)
Galearia maingayi	not assigned
Galearis spectabilis	forb
Galega officinalis	legume
Galega orientalis	(legume?)
Galeola nudifolia	forb
Galeopsis angustifolia	forb
Galeopsis bifida	forb
Galeopsis ladanum	forb
Galeopsis pubescens	forb
Galeopsis segetum	forb
Galeopsis speciosa	forb
Galeopsis tetrahit	forb
Galeopsis wirtgenii	not assigned
Galgera decurrens	not assigned
Galianthe cymosa	forb
Galianthe fastigiata	forb
Galiniera saxifraga	(shrub)
Galinsoga parviflora	forb
Galinsoga quadriradiata	forb
Galipea ciliata	(shrub)
Galipea jasminiflora	not assigned
Galipea species	not assigned
Galipea trifoliata	(tree)
Galium album	forb
Galium angustifolium	forb
Galium anisophyllon	forb
Galium antarcticum	forb
Galium aparine	forb
Galium aristatum	forb
Galium asprellum	forb
Galium australe	forb
Galium baldense	not assigned
Galium bifolium	forb
Galium binifolium	forb
Galium bolanderi	forb
Galium boreale	forb
Galium bussei	forb
Galium californicum	forb
Galium canum	forb
Galium carmineum	not assigned
Galium chloroionanthum	forb
Galium circaezans	forb
Galium concinnum	forb
Galium corrudaefolium	not assigned
Galium corsicum	forb
Galium davuricum	not assigned
Galium debile	forb
Galium divaricatum	forb
Galium elongatum	not assigned
Galium erectum	not assigned
Galium eriocarpum	forb
Galium estebanii	forb
Galium gaudichaudii	not assigned
Galium glaucum	forb
Galium hirtum	forb
Galium humifusum	forb
Galium incanum	forb
Galium judaicum	forb
Galium labradoricum	forb
Galium laevigatum	not assigned
Galium libanoticum	forb
Galium liratum	not assigned
Galium lucidum	forb
Galium megalospermum	forb
Galium melanantherum	forb
Galium mexicanum	forb
Galium mollugo	forb
Galium montis-arerae	forb
Galium murale	forb
Galium nigricans	forb
Galium noricum	forb
Galium nuttallii	forb
Galium obliquum	not assigned
Galium obtusum	forb
Galium odoratum	forb
Galium oreganum	forb
Galium ovalleanum	forb
Galium palustre	forb
Galium parishii	forb
Galium parisiense	forb
Galium pilosum	not assigned
Galium pisiferum	forb
Galium pomeranicum	forb
Galium porrigens	forb
Galium propinquum	forb
Galium pumilum	forb
Galium pusillum	forb
Galium richardianum	forb
Galium rivale	not assigned
Galium rotundifolium	forb
Galium rubioides	not assigned
Galium rubrum	not assigned
Galium ruwenzoriense	forb
Galium saxatile	forb
Galium scabrellum	forb
Galium scabrum	not assigned
Galium scioanum	forb
Galium setaceum	forb
Galium species	not assigned
Galium spurium	forb
Galium stenophyllum	forb
Galium sterneri	forb
Galium sudeticum	not assigned
Galium suecicum	not assigned
Galium sylvaticum	forb
Galium tenuissimum	forb
Galium thunbergianum	forb
Galium tinctorium	forb
Galium tomentosum	not assigned
Galium trichocarpum	forb
Galium tricorne	not assigned
Galium tricornutum	forb
Galium trifidum	forb
Galium triflorum	forb
Galium truniacum	not assigned
Galium uliginosum	forb
Galium uruguayense	forb
Galium valdepilosum	not assigned
Galium verrucosum	forb
Galium verum	forb
Galium virgatum	forb
Galium viridiflorum	not assigned
Gallesia integrifolia	(tree)
Galopina circaeoides	forb
Galphimia glauca	(shrub)
Galphimia gracilis	not assigned
Galpinia transvaalica	(tree)
Gamanthus species	not assigned
Gambelia speciosa	not assigned
Gambeya africana	(tree)
Gambeya albida	(tree)
Gambeya beguei	not assigned
Gambeya boiviniana	not assigned
Gambeya boukokoensis	not assigned
Gambeya gigantea	not assigned
Gambeya gorungosana	(tree)
Gambeya lacourtiana	not assigned
Gambeya perpulchra	(tree)
Gambeya subnuda	not assigned
Gamblea ciliata	not assigned
Gamblea innovans	not assigned
Gamblea malayana	not assigned
Gamocarpha alpina	forb
Gamocarpha scapigera	forb
Gamochaeta americana	forb
Gamochaeta calviceps	forb
Gamochaeta filaginea	forb
Gamochaeta pensylvanica	not assigned
Gamochaeta purpurea	forb
Gamochaeta simplicicaulis	forb
Gamochaeta species	not assigned
Ganophyllum falcatum	(tree)
Ganophyllum giganteum	not assigned
Gaoligongshania megalothyrsa	grass
Garcia nutans	(tree)
Garcia parviflora	(tree)
Garcinia acuminata	(tree)
Garcinia acutifolia	(shrub/tree)
Garcinia afzelii	(tree)
Garcinia anjouanensis	(tree)
Garcinia archboldiana	(tree)
Garcinia balansae	not assigned
Garcinia bancana	(tree)
Garcinia binucao	not assigned
Garcinia bonii	not assigned
Garcinia brasiliensis	(tree)
Garcinia brevirostris	(shrub/tree)
Garcinia buchananii	(tree)
Garcinia buchneri	(shrub/tree)
Garcinia cadelliana	(tree)
Garcinia celebica	(tree)
Garcinia conrauana	not assigned
Garcinia cowa	(tree)
Garcinia dioica	(shrub/tree)
Garcinia dulcis	(tree)
Garcinia engleriana	(shrub/tree)
Garcinia epunctata	(tree)
Garcinia fagraeoides	(shrub/tree)
Garcinia forbesii	(tree)
Garcinia gardneriana	(tree)
Garcinia gaudichaudii	(tree)
Garcinia gerrardii	(shrub/tree)
Garcinia griffithii	(tree)
Garcinia havilandii	(shrub/tree)
Garcinia holttumii	(shrub/tree)
Garcinia hombroniana	(shrub/tree)
Garcinia huillensis	(shrub/tree)
Garcinia hunsteinii	(tree)
Garcinia idenburgensis	(shrub/tree)
Garcinia indica	not assigned
Garcinia intermedia	(tree)
Garcinia kingaensis	(shrub/tree)
Garcinia kola	(tree)
Garcinia lanceifolia	(tree)
Garcinia latissima	(tree)
Garcinia livingstonei	(shrub/tree)
Garcinia longifolia	(tree)
Garcinia macrophylla	(tree)
Garcinia madagascariensis	(tree)
Garcinia madruno	(tree)
Garcinia maingayi	(tree)
Garcinia mangorensis	(tree)
Garcinia mangostana	(tree)
Garcinia mannii	(tree)
Garcinia merguensis	(tree)
Garcinia miquelii	(tree)
Garcinia morella	(tree)
Garcinia multiflora	(tree)
Garcinia myrtifolia	(tree)
Garcinia nervosa	(tree)
Garcinia nigrolineata	(tree)
Garcinia oblongifolia	(tree)
Garcinia orthoclada	(tree)
Garcinia ovalifolia	(tree)
Garcinia pachycarpa	(shrub/tree)
Garcinia pachyclada	(shrub/tree)
Garcinia parvifolia	(tree)
Garcinia paucinervis	(shrub)
Garcinia penangiana	(tree)
Garcinia picrorhiza	(shrub/tree)
Garcinia portoricensis	(tree)
Garcinia punctata	(shrub/tree)
Garcinia rigida	(tree)
Garcinia rostrata	(tree)
Garcinia rubra	not assigned
Garcinia salakensis	(tree)
Garcinia schraderi	(tree)
Garcinia smeathmannii	(shrub/tree)
Garcinia sopsopia	(tree)
Garcinia species	not assigned
Garcinia spruceana	(shrub/tree)
Garcinia subelliptica	not assigned
Garcinia tsaratananae	(tree)
Garcinia uniflora	(tree)
Garcinia verrucosa	(tree)
Garcinia volkensii	(shrub/tree)
Garcinia xanthochymus	(tree)
Gardenia actinocarpa	(shrub)
Gardenia anisophylla	not assigned
Gardenia aqualla	(tree)
Gardenia brighamii	not assigned
Gardenia coronaria	not assigned
Gardenia erubescens	(shrub)
Gardenia gummifera	not assigned
Gardenia imperialis	not assigned
Gardenia jasminoides	(shrub)
Gardenia latifolia	(tree)
Gardenia megasperma	(tree)
Gardenia nitida	not assigned
Gardenia obtusifolia	not assigned
Gardenia ovularis	(tree)
Gardenia remyi	not assigned
Gardenia resinifera	not assigned
Gardenia resiniflua	not assigned
Gardenia rutenbergiana	not assigned
Gardenia sokotensis	not assigned
Gardenia ternifolia	not assigned
Gardenia tubifera	(tree)
Gardenia volkensii	(tree)
Gardneria lanceolata	not assigned
Gardneria ovata	not assigned
Garidella nigellastrum	not assigned
Garidella unguicularis	forb
Garnieria spathulifolia	not assigned
Garnotia arborum	grass
Garnotia arundinacea	grass
Garnotia cheesemanii	grass
Garnotia courtallensis	grass
Garnotia depressa	grass
Garnotia divergens	grass
Garnotia elata	grass
Garnotia emodi	grass
Garnotia exaristata	grass
Garnotia fergusonii	grass
Garnotia foliosa	grass
Garnotia fuscata	grass
Garnotia gracilis	grass
Garnotia linearis	grass
Garnotia micrantha	grass
Garnotia panicoides	grass
Garnotia patula	grass
Garnotia raiateensis	grass
Garnotia scoparia	grass
Garnotia sechellensis	grass
Garnotia spadicea	grass
Garnotia species	grass
Garnotia stricta	grass
Garnotia tenella	grass
Garnotia thailandica	grass
Garnotia villosa	grass
Garrya buxifolia	not assigned
Garrya elliptica	(shrub)
Garrya fadyenii	(tree)
Garrya flavescens	(shrub)
Garrya fremontii	(shrub)
Garrya glaberrima	not assigned
Garrya laurifolia	(tree)
Garrya longifolia	not assigned
Garrya ovata	(shrub)
Garrya veatchii	(shrub/tree)
Garrya wrightii	(shrub/tree)
Garuga floribunda	(tree)
Garuga forrestii	not assigned
Garuga pinnata	(tree)
Gasterhaworthia species	not assigned
Gasteria acinacifolia	not assigned
Gasteria carinata	not assigned
Gasteria nitida	not assigned
Gasteria obliqua	not assigned
Gasteria rawlinsonii	not assigned
Gastridium phleoides	grass
Gastridium ventricosum	grass
Gastrodia sesamoides	forb
Gastrolepis austrocaledonica	not assigned
Gastrolobium acutum	(legume?)
Gastrolobium axillare	(legume?)
Gastrolobium bilobum	(legume?)
Gastrolobium callistachys	(legume?)
Gastrolobium calycinum	(legume?)
Gastrolobium capitatum	(legume?)
Gastrolobium congestum	(legume?)
Gastrolobium densifolium	(legume?)
Gastrolobium dilatatum	(legume?)
Gastrolobium ebracteolatum	(legume?)
Gastrolobium grandiflorum	(legume?)
Gastrolobium hians	(legume?)
Gastrolobium laytonii	(legume?)
Gastrolobium leakeanum	(legume?)
Gastrolobium musaceum	(legume?)
Gastrolobium ovalifolium	(legume?)
Gastrolobium parviflorum	(legume?)
Gastrolobium parvifolium	(legume?)
Gastrolobium propinquum	(legume?)
Gastrolobium rigidum	(legume?)
Gastrolobium rubrum	(legume?)
Gastrolobium spectabile	(legume?)
Gastrolobium stenophyllum	(legume?)
Gastrolobium subcordatum	(legume?)
Gastrolobium tomentosum	(legume?)
Gastrolobium trilobum	(legume?)
Gastrolobium vestitum	(legume?)
Gastrolobium whicherense	(legume?)
Gaudichaudia cycloptera	not assigned
Gaudichaudia cynanchoides	not assigned
Gaudinia coarctata	grass
Gaudinia fragilis	grass
Gaudinia hispanica	grass
Gaudinia maroccana	grass
Gaulettia elata	(tree)
Gaulettia parillo	(tree)
Gaultheria anastomosans	not assigned
Gaultheria antipoda	(shrub)
Gaultheria appressa	not assigned
Gaultheria buxifolia	(shrub)
Gaultheria crassa	(shrub)
Gaultheria depressa	(shrub)
Gaultheria dumicola	not assigned
Gaultheria empetrifolia	not assigned
Gaultheria erecta	not assigned
Gaultheria eriophylla	not assigned
Gaultheria fragrantissima	not assigned
Gaultheria heterophylla	not assigned
Gaultheria hispida	not assigned
Gaultheria hispidula	(shrub)
Gaultheria humifusa	(shrub)
Gaultheria insana	not assigned
Gaultheria leucocarpa	(shrub)
Gaultheria macrostigma	(shrub)
Gaultheria miqueliana	(shrub)
Gaultheria mucronata	not assigned
Gaultheria mundula	(shrub)
Gaultheria myrsinoides	not assigned
Gaultheria nubicola	(shrub)
Gaultheria nummularioides	not assigned
Gaultheria odorata	(tree)
Gaultheria poeppigii	(shrub)
Gaultheria procumbens	(shrub)
Gaultheria pullei	(shrub/tree)
Gaultheria racemulosa	not assigned
Gaultheria remyana	not assigned
Gaultheria reticulata	not assigned
Gaultheria rigida	not assigned
Gaultheria rupestris	(shrub)
Gaultheria serrata	(shrub)
Gaultheria shallon	(shrub)
Gaultheria species	not assigned
Gaultheria strigosa	not assigned
Gaultheria tasmanica	not assigned
Gaultheria tomentosa	not assigned
Gaultheria wardii	(shrub)
Gaura curtiflora	forb
Gaussia maya	not assigned
Gauteria foliolata	(tree)
Gaylussacia baccata	(shrub)
Gaylussacia chamissonis	(shrub)
Gaylussacia decipiens	not assigned
Gaylussacia dumosa	(shrub)
Gaylussacia frondosa	(shrub)
Gayophytum diffusum	not assigned
Gayophytum humile	forb
Gayophytum racemosum	forb
Gayophytum ramosissimum	not assigned
Gazania jurineifolia	not assigned
Gazania krebsiana	forb
Gazania leiopoda	forb
Gazania lichtensteinii	forb
Gazania rigens	forb
Gazania schenkii	not assigned
Gazania species	not assigned
Geigeria acaulis	not assigned
Geigeria alata	not assigned
Geigeria englerana	not assigned
Geigeria engleriaha	not assigned
Geigeria odontoptera	not assigned
Geigeria ornativa	not assigned
Geigeria pectidea	not assigned
Geigeria rigida	not assigned
Geigeria spinosa	not assigned
Geigeria vigintisquamea	not assigned
Geijera cauliflora	not assigned
Geijera linearifolia	not assigned
Geijera paniculata	not assigned
Geijera parviflora	(tree)
Geijera salicifolia	(tree)
Geissanthus ambigua	(tree)
Geissanthus angustiflorus	not assigned
Geissanthus quindiensis	not assigned
Geissoloma marginata	(shrub)
Geissorhiza aspera	forb
Geissorhiza inaequalis	forb
Geissorhiza radians	forb
Geissorhiza splendidissima	forb
Geissorhiza tulbaghensis	forb
Geissospermum laeve	(tree)
Geissospermum reticulatum	(tree)
Geissospermum sericeum	(tree)
Geitonoplesium cymosum	forb
Geleznowia verrucosa	not assigned
Gelidocalamus annulatus	grass
Gelidocalamus kunishii	grass
Gelidocalamus latifolius	grass
Gelidocalamus longiinternodus	grass
Gelidocalamus multifolius	grass
Gelidocalamus rutilans	grass
Gelidocalamus solidus	grass
Gelidocalamus stellatus	grass
Gelidocalamus subsolidus	grass
Gelidocalamus tessellatus	grass
Gelidocalamus velutinus	grass
Gelrebia trothae	(legume?)
Gelsemium sempervirens	not assigned
Genianthus macrophyllos	forb
Genianthus micranthus	not assigned
Geniostoma ligustrifolium	not assigned
Geniostoma rupestre	not assigned
Geniostoma tinifolium	not assigned
Genipa americana	(tree)
Genipa infundibuliformis	(tree)
Genista acanthoclada	(shrub)
Genista aetnensis	(legume?)
Genista anglica	(shrub)
Genista aucheri	(legume?)
Genista berberidea	(shrub)
Genista canariensis	(legume?)
Genista carinalis	conflicting (forb vs. shrub)
Genista cinerascens	(legume?)
Genista cinerea	(shrub)
Genista falcata	(legume?)
Genista fasselata	(legume?)
Genista ferox	(legume?)
Genista florida	(shrub)
Genista germanica	(legume?)
Genista hirsuta	(shrub)
Genista hispanica	(shrub)
Genista hystrix	(legume?)
Genista linifolia	(legume?/shrub)
Genista lydia	(legume?)
Genista maderensis	(legume?)
Genista monosperma	(shrub)
Genista monspessulana	(legume?/shrub)
Genista paivae	(legume?)
Genista pilosa	(shrub)
Genista pulchella	(legume?)
Genista radiata	(legume?)
Genista ramosissima	(shrub)
Genista sagittalis	conflicting (forb vs. shrub vs. legume?)
Genista scorpius	(legume?/shrub)
Genista spachiana	(legume?)
Genista spartioides	(shrub)
Genista stenopetala	(legume?)
Genista sylvestris	(legume?)
Genista tenera	(legume?)
Genista tinctoria	conflicting (forb vs. shrub)
Genista triacanthos	(shrub)
Genista tridens	(shrub)
Genista tridentata	(legume?/shrub)
Genista umbellata	(shrub)
Genlisea africana	forb
Genlisea glandulosissima	forb
Genlisea hispidula	forb
Genlisea margaretae	forb
Genlisea pallida	forb
Genlisea subglabra	forb
Genoplesium archeri	forb
Genoplesium despectans	forb
Genoplesium morrisii	forb
Genoplesium nudiscapum	forb
Genoplesium nudum	forb
Genoplesium pumilum	forb
Genoplesium rhyoliticum	forb
Genoplesium rufum	forb
Genoplesium sagittiferum	forb
Genoplesium woollsii	forb
Gentiana acaulis	forb
Gentiana affinis	not assigned
Gentiana alba	not assigned
Gentiana algida	not assigned
Gentiana alpina	not assigned
Gentiana andrewsii	forb
Gentiana asclepiadea	forb
Gentiana bavarica	forb
Gentiana brachyphylla	forb
Gentiana burseri	not assigned
Gentiana calycosa	forb
Gentiana clausa	forb
Gentiana clusii	forb
Gentiana cruciata	forb
Gentiana dahurica	forb
Gentiana decumbens	not assigned
Gentiana depressa	not assigned
Gentiana frigida	not assigned
Gentiana glauca	not assigned
Gentiana grandiflora	not assigned
Gentiana haynaldii	not assigned
Gentiana lagodechiana	not assigned
Gentiana lawrencei	forb
Gentiana leucomelaena	forb
Gentiana lutea	forb
Gentiana macrophylla	not assigned
Gentiana neilreichii	not assigned
Gentiana nivalis	forb
Gentiana orbicularis	not assigned
Gentiana pannonica	forb
Gentiana parryi	not assigned
Gentiana pneumonanthe	forb
Gentiana prostrata	forb
Gentiana puberulenta	not assigned
Gentiana punctata	forb
