Species	Family
Acacia wrightii	Fabaceae
Acacia xanthophloea	Fabaceae
Acacia xiphophylla	Fabaceae
Acacia yorkrakinensis	Fabaceae
Acacia zanzibarica	Fabaceae
Acaciella angustissima	Fabaceae
Acaena adenocarpa	Rosaceae
Acaena agnipila	Rosaceae
Acaena alpina	Rosaceae
Acaena anserinifolia	Rosaceae
Acaena antarctica	Rosaceae
Acaena argentea	Rosaceae
Acaena caesiiglauca	Rosaceae
Acaena confertissima	Rosaceae
Acaena echinata	Rosaceae
Acaena fissistipula	Rosaceae
Acaena integerrima	Rosaceae
Acaena leptacantha	Rosaceae
Acaena lucida	Rosaceae
Acaena macrocephala	Rosaceae
Acaena magellanica	Rosaceae
Acaena multifida	Rosaceae
Acaena novae-zelandiae	Rosaceae
Acaena ovalifolia	Rosaceae
Acaena ovina	Rosaceae
Acaena pallida	Rosaceae
Acaena pinnatifida	Rosaceae
Acaena platyacantha	Rosaceae
Acaena pseudopoeppigiana	Rosaceae
Acaena rahuensis	Rosaceae
Acaena sericea	Rosaceae
Acaena skottsbergii	Rosaceae
Acaena splendens	Rosaceae
Acaena subnitens	Rosaceae
Acaena tehuelcha	Rosaceae
Acaena tenera	Rosaceae
Acaena trifida	Rosaceae
Acalypha acrogyna	Euphorbiaceae
Acalypha allenii	Euphorbiaceae
Acalypha ambigua	Euphorbiaceae
Acalypha argentira	Euphorbiaceae
Acalypha arvensis	Euphorbiaceae
Acalypha australis	Euphorbiaceae
Acalypha bipartita	Euphorbiaceae
Acalypha brachystachya	Euphorbiaceae
Acalypha caperonioides	Euphorbiaceae
Acalypha caturus	Euphorbiaceae
Acalypha chirindica	Euphorbiaceae
Acalypha ciliata	Euphorbiaceae
Acalypha cincta	Euphorbiaceae
Acalypha claoxyloides	Euphorbiaceae
Acalypha clutioides	Euphorbiaceae
Acalypha communis	Euphorbiaceae
Acalypha compacta	Euphorbiaceae
Acalypha crenata	Euphorbiaceae
Acalypha cuneata	Euphorbiaceae
Acalypha decaryana	Euphorbiaceae
Acalypha dikuluwensis	Euphorbiaceae
Acalypha diversifolia	Euphorbiaceae
Acalypha filipes	Euphorbiaceae
Acalypha fimbriata	Euphorbiaceae
Acalypha fruticosa	Euphorbiaceae
Acalypha fuscescens	Euphorbiaceae
Acalypha glabrata	Euphorbiaceae
Acalypha grandis	Euphorbiaceae
Acalypha hamiltoniana	Euphorbiaceae
Acalypha havanensis	Euphorbiaceae
Acalypha hispida	Euphorbiaceae
Acalypha indica	Euphorbiaceae
Acalypha lanceolata	Euphorbiaceae
Acalypha langiana	Euphorbiaceae
Acalypha lepinei	Euphorbiaceae
Acalypha macrostachya	Euphorbiaceae
Acalypha mapirensis	Euphorbiaceae
Acalypha nemorum	Euphorbiaceae
Acalypha neptunica	Euphorbiaceae
Acalypha nyasica	Euphorbiaceae
Acalypha ornata	Euphorbiaceae
Acalypha ostryifolia	Euphorbiaceae
Acalypha paucifolia	Euphorbiaceae
Acalypha peduncularis	Euphorbiaceae
Acalypha phleoides	Euphorbiaceae
Acalypha polymorpha	Euphorbiaceae
Acalypha psilostachya	Euphorbiaceae
Acalypha pub	Euphorbiaceae
Acalypha pubiflora	Euphorbiaceae
Acalypha racemosa	Euphorbiaceae
Acalypha rhomboidea	Euphorbiaceae
Acalypha segetalis	Euphorbiaceae
Acalypha sharpdent	Euphorbiaceae
Acalypha sharpub	Euphorbiaceae
Acalypha skutchii	Euphorbiaceae
Acalypha sonderiana	Euphorbiaceae
Acalypha stachyura	Euphorbiaceae
Acalypha villicaulis	Euphorbiaceae
Acalypha virginica	Euphorbiaceae
Acalypha welwitschiana	Euphorbiaceae
Acalypha wilkesiana	Euphorbiaceae
Acampe pachyglossa	Orchidaceae
Acampe papillosa	Orchidaceae
Acamptopappus shockleyi	Asteraceae
Acamptopappus sphaerocephalus	Asteraceae
Acanthephippium sylhetense	Orchidaceae
Acanthocarpus preissii	Lomandraceae
Acanthocereus occidentalis	Cactaceae
Acanthochiton wrightii	Amaranthaceae
Acantholimon diapensioides	Plumbaginaceae
Acantholippia seriphioides	Verbenaceae
Acantholippia trifida	Verbenaceae
Acanthonychia ramosissima	Caryophyllaceae
Acanthopanax divaricatus	Araliaceae
Acanthopanax gracilistylus	Araliaceae
Acanthopanax sciadophylloides	Araliaceae
Acanthopanax senticosus	Araliaceae
Acanthopanax sessiliflorum	Araliaceae
Acanthopanax sessiliflorus	Araliaceae
Acanthopanax sieboldianus	Araliaceae
Acanthopanax spinosus	Araliaceae
Acanthopsis disperma	Acanthaceae
Acanthosicyos horrida	Cucurbitaceae
Acanthosicyos horridus	Cucurbitaceae
Acanthosicyos naudinianus	Cucurbitaceae
Acanthospermum australe	Asteraceae
Acanthospermum hispidum	Asteraceae
Acanthosyris annonagustata	Santalaceae
Acanthosyris falcata	Santalaceae
Acanthosyris glabrata	Santalaceae
Acanthus hirsutus	Acanthaceae
Acanthus ilicifolius	Acanthaceae
Acanthus latifolius	Acanthaceae
Acanthus mollis	Acanthaceae
Acanthus pallens	Acanthaceae
Acanthus pubescens	Acanthaceae
Acanthus spinosus	Acanthaceae
Acanthus syriacus	Acanthaceae
Acca sellowiana	Myrtaceae
Accolacuarina rigida	
Acer acuminatum	Aceraceae
Acer albo-purpurascens	Aceraceae
Acer amoenum	Aceraceae
Acer argutum	Aceraceae
Acer barbatum	Aceraceae
Acer barbinerve	Aceraceae
Acer buergerianum	Aceraceae
Acer caesium	Aceraceae
Acer campbellii	Aceraceae
Acer campestre	Aceraceae
Acer capillipes	Aceraceae
Acer cappadocicum	Aceraceae
Acer carpinifolium	Aceraceae
Acer catalpifolium	Aceraceae
Acer caudatifolium	Aceraceae
Acer caudatum	Aceraceae
Acer circinatum	Aceraceae
Acer circinnatum	Aceraceae
Acer cissifolium	Aceraceae
Acer coriaceum	Aceraceae
Acer crataegifolium	Aceraceae
Acer cultratum	Aceraceae
Acer dasycarpum	Aceraceae
Acer davidii	Aceraceae
Acer decandrum	Aceraceae
Acer diabolicum	Aceraceae
Acer distylum	Aceraceae
Acer erianthum	Aceraceae
Acer flabellatum	Aceraceae
Acer floridanum	Aceraceae
Acer fraxinifolium	Aceraceae
Acer garrettii	Aceraceae
Acer ginnala	Aceraceae
Acer glabrum	Aceraceae
Acer granatense	Aceraceae
Acer grandidentatum	Aceraceae
Acer griseum	Aceraceae
Acer grosseri	Aceraceae
Acer heldreichii	Aceraceae
Acer henryi	Aceraceae
Acer hermoneum	Aceraceae
Acer hispanicum	Aceraceae
Acer hyrcanum	Aceraceae
Acer ibericum	Aceraceae
Acer japonicum	Aceraceae
Acer kawakamii	Aceraceae
Acer laevigatum	Aceraceae
Acer laurinum	Aceraceae
Acer laxiflorum	Aceraceae
Acer leucoderme	Aceraceae
Acer lobelii	Aceraceae
Acer longipes	Aceraceae
Acer lucidum	Aceraceae
Acer macrophyllum	Aceraceae
Acer mandshuricum	Aceraceae
Acer maximowiczianum	Aceraceae
Acer micranthum	Aceraceae
Acer miyabei	Aceraceae
Acer mono	Aceraceae
Acer monspessulanum	Aceraceae
Acer morrisonense	Aceraceae
Acer negundo	Aceraceae
Acer nigrum	Aceraceae
Acer nikoense	Aceraceae
Acer niveum	Aceraceae
Acer oblongum	Aceraceae
Acer obtusatum	Aceraceae
Acer obtusifolium	Aceraceae
Acer oliverianum	Aceraceae
Acer opalus	Aceraceae
Acer opulifolium	Aceraceae
Acer orientale	Aceraceae
Acer palmatum	Aceraceae
Acer pectinatum	Aceraceae
Acer pennsylvanicum	Aceraceae
Acer pensylvanicum	Aceraceae
Acer pictum	Aceraceae
Acer platanoides	Aceraceae
Acer pseudoplatanus	Aceraceae
Acer pseudo-platanus	Aceraceae
Acer pseudosieboldianum	Aceraceae
Acer pseudo-sieboldianum	Aceraceae
Acer ruba	Aceraceae
Acer rubrum	Aceraceae
Acer rufinerve	Aceraceae
Acer saccharinum	Aceraceae
Acer saccharophorum	Aceraceae
Acer saccharum	Aceraceae
Acer sempervirens	Aceraceae
Acer senecaense	Aceraceae
Acer serrulatum	Aceraceae
Acer sieboldianum	Aceraceae
Acer sinense	Aceraceae
Acer skutchii	Aceraceae
Acer spicatum	Aceraceae
Acer stachyophyllum	Aceraceae
Acer sterculiaceum	Aceraceae
Acer stevenii	Aceraceae
Acer tataricum	Aceraceae
Acer tegmentosum	Aceraceae
Acer trautvetteri	Aceraceae
Acer triflorum	Aceraceae
Acer truncatum	Aceraceae
Acer tschonoskii	Aceraceae
Acer ukurunduense	Aceraceae
Acer velutinum	Aceraceae
Acer zoeschense	Aceraceae
Aceras anthropophorum	Orchidaceae
Aceratium concinnum	Elaeocarpaceae
Aceratium doggrellii	Elaeocarpaceae
Aceratium megalospermum	Elaeocarpaceae
Aceratium sericeum	Elaeocarpaceae
Aceratium sericoleopsis	Elaeocarpaceae
Achatocarpus praecox	Achatocarpaceae
Achillea aegyptiaca	Asteraceae
Achillea ageratum	Asteraceae
Achillea alpina	Asteraceae
Achillea arvensis	Asteraceae
Achillea asiatica	Asteraceae
Achillea aspleniifolia	Asteraceae
Achillea atrata	Asteraceae
Achillea biebersteinii	Asteraceae
Achillea cartilaginea	Asteraceae
Achillea clavenae	Asteraceae
Achillea clavennae	Asteraceae
Achillea clusiana	Asteraceae
Achillea clypeolata	Asteraceae
Achillea coarctata	Asteraceae
Achillea collina	Asteraceae
Achillea crithmifolia	Asteraceae
Achillea distans	Asteraceae
Achillea erba	Asteraceae
Achillea erba-rotta	Asteraceae
Achillea falcata	Asteraceae
Achillea filipendulina	Asteraceae
Achillea fragrantissima	Asteraceae
Achillea lanulosa	Asteraceae
Achillea leptophylla	Asteraceae
Achillea macrophylla	Asteraceae
Achillea millefolium	Asteraceae
Achillea moschata	Asteraceae
Achillea nana	Asteraceae
Achillea nobilis	Asteraceae
Achillea odorata	Asteraceae
Achillea pannonica	Asteraceae
Achillea pratensis	Asteraceae
Achillea ptarmica	Asteraceae
Achillea ptarmicoides	Asteraceae
Achillea roseo-alba	Asteraceae
Achillea salicifolia	Asteraceae
Achillea santolina	Asteraceae
Achillea serbica	Asteraceae
Achillea setacea	Asteraceae
Achillea sibirica	Asteraceae
Achillea stricta	Asteraceae
Achillea wilhelmsii	Asteraceae
Achimenes longiflora	Gesneriaceae
Achlaena piptostachya	Poaceae
Achlys triphylla	Berberidaceae
Achnatherum breviaristatum	Poaceae
Achnatherum bromoides	Poaceae
Achnatherum calamagrostis	Poaceae
Achnatherum chingii	Poaceae
Achnatherum extremiorientale	Poaceae
Achnatherum hookeri	Poaceae
Achnatherum hymenoides	Poaceae
Achnatherum inebrians	Poaceae
Achnatherum lemmonii	Poaceae
Achnatherum lettermanii	Poaceae
Achnatherum nelsonii	Poaceae
Achnatherum occidentale	Poaceae
Achnatherum pekinense	Poaceae
Achnatherum purpurascens	Poaceae
Achnatherum robustum	Poaceae
Achnatherum sibiricum	Poaceae
Achnatherum speciosum	Poaceae
Achnatherum splendens	Poaceae
Achnatherum thurberianum	Poaceae
Achnophora tatei	Asteraceae
Achyrachaena mollis	Asteraceae
Achyranthes aspera	Amaranthaceae
Achyranthes bidentata	Amaranthaceae
Achyranthes japonica	Amaranthaceae
Achyranthes longifolia	Amaranthaceae
Achyranthes patula	Amaranthaceae
Achyranthes splendens	Amaranthaceae
Achyrocline satureioides	Asteraceae
Achyropsis gracilis	Amaranthaceae
Achyropsis laniceps	Amaranthaceae
Achyropsis leptostachya	Amaranthaceae
Achyrospermum cryptanthum	Lamiaceae
Achyrospermum laterale	Lamiaceae
Achyrospermum schimperi	Lamiaceae
Achyrothalamus marginatus	Asteraceae
Aciachne acicularis	Poaceae
Aciachne flagellifera	Poaceae
Aciachne pulvinata	Poaceae
Acianthus caudatus	Orchidaceae
Acianthus exsertus	Orchidaceae
Acianthus fornicatus	Orchidaceae
Acianthus pusillus	Orchidaceae
Acicarpha tribuloides	Calyceraceae
Acidocroton lobulatus	Euphorbiaceae
Acidosasa breviclavata	Poaceae
Acidosasa brilletii	Poaceae
Acidosasa chinensis	Poaceae
Acidosasa chinouensis	Poaceae
Acidosasa edulis	Poaceae
Acidosasa guangxiensis	Poaceae
Acidosasa lingchuanensis	Poaceae
Acidosasa nanunica	Poaceae
Acidosasa notata	Poaceae
Acidosasa purpurea	Poaceae
Acidosasa venusta	Poaceae
Acidoton nicaraguensis	Euphorbiaceae
Acinos alpinus	Lamiaceae
Acinos arvensis	Lamiaceae
Acioa barteri	Chrysobalanaceae
Acioa edulis	Chrysobalanaceae
Acioa guianensis	Chrysobalanaceae
Aciphylla aurea	Apiaceae
Aciphylla glacialis	Apiaceae
Aciphylla glaucescens	Apiaceae
Aciphylla simplicifolia	Apiaceae
Aciphylla subflabellata	Apiaceae
Ackama rosaefolia	Cunoniaceae
Acmanthera latifolia	Malpighiaceae
Acmella bellidioides	Asteraceae
Acmella oppositifolia	Asteraceae
Acmella uliginosa	Asteraceae
Acmena acuminatissima	Myrtaceae
Acmena brachyandra	Myrtaceae
Acmena divaricata	Myrtaceae
Acmena graveolens	Myrtaceae
Acmena hemilampra	Myrtaceae
Acmena ingens	Myrtaceae
Acmena mackinnoniana	Myrtaceae
Acmena macrocarpa	Myrtaceae
Acmena resa	Myrtaceae
Acmena smithii	Myrtaceae
Acmenosperma claviflorum	Myrtaceae
Acmispon americanus	Fabaceae
Acmispon brachycarpus	Fabaceae
Acmispon denticulatus	Fabaceae
Acmispon maritimus	Fabaceae
Acmispon parviflorus	Fabaceae
Acmispon wrangelianus	Fabaceae
Acnistus arborescens	Solanaceae
Acnistus australis	Solanaceae
Acoelorrhaphe wrightii	Arecaceae
Acokanthera laevigata	Apocynaceae
Acokanthera oblongifolia	Apocynaceae
Acokanthera oppositifolia	Apocynaceae
Acokanthera rotundata	Apocynaceae
Acokanthera schimperi	Apocynaceae
Acokanthera spectabilis	Apocynaceae
Acomastylis rossii	Rosaceae
Acomis acoma	Asteraceae
Aconitum alboviolaceum	Ranunculaceae
Aconitum altaicum	Ranunculaceae
Aconitum austriacum	Ranunculaceae
Aconitum cammarum	Ranunculaceae
Aconitum chasmanthum	Ranunculaceae
Aconitum chinense	Ranunculaceae
Aconitum columbianum	Ranunculaceae
Aconitum czekanovskyi	Ranunculaceae
Aconitum degenii	Ranunculaceae
Aconitum delphinifolium	Ranunculaceae
Aconitum firmum	Ranunculaceae
Aconitum gymnandrum	Ranunculaceae
Aconitum hebegynum	Ranunculaceae
Aconitum heterophyllum	Ranunculaceae
Aconitum kusnezoffii	Ranunculaceae
Aconitum leucostomum	Ranunculaceae
Aconitum lycoctonum	Ranunculaceae
Aconitum napellus	Ranunculaceae
Aconitum nasutum	Ranunculaceae
Aconitum paniculigerum	Ranunculaceae
Aconitum pilipes	Ranunculaceae
Aconitum pilosiusculum	Ranunculaceae
Aconitum plicatum	Ranunculaceae
Aconitum senanense	Ranunculaceae
Aconitum septentrionale	Ranunculaceae
Aconitum sinomontanum	Ranunculaceae
Aconitum soongaricum	Ranunculaceae
Aconitum spathulatum	Ranunculaceae
Aconitum talassicum	Ranunculaceae
Aconitum tauricum	Ranunculaceae
Aconitum variegatum	Ranunculaceae
Aconitum violaceum	Ranunculaceae
Aconitum vulparia	Ranunculaceae
Aconitum yezoense	Ranunculaceae
Aconitum yuparense	Ranunculaceae
Aconogonon alpinum	Polygonaceae
Aconogonon campanulatum	Polygonaceae
Aconogonon pamiricum	Polygonaceae
Aconogonon polystachyum	Polygonaceae
Acorus americanus	Acoraceae
Acorus calamus	Acoraceae
Acosmium cardenasii	Fabaceae
Acosmium dasycarpum	Fabaceae
Acosmium elegans	Fabaceae
Acosmium nitens	Fabaceae
Acosmium panamense	Fabaceae
Acosmium praeclarum	Fabaceae
Acostia gracilis	Poaceae
Acourtia alamanii	Asteraceae
Acourtia dugesii	Asteraceae
Acourtia microcephala	Asteraceae
Acourtia thurberi	Asteraceae
Acrachne henrardiana	Poaceae
Acrachne perrieri	Poaceae
Acrachne racemosa	Poaceae
Acrachne verticillata	Poaceae
Acradenia euodiiformis	Rutaceae
Acradenia frankliniae	Rutaceae
Acridocarpus adenophorus	Malpighiaceae
Acridocarpus chloropterus	Malpighiaceae
Acridocarpus excelsus	Malpighiaceae
Acridocarpus katangensis	Malpighiaceae
Acridocarpus natalitius	Malpighiaceae
Acridocarpus orientalis	Malpighiaceae
Acridocarpus smeathmannii	Malpighiaceae
Acritochaete volkensii	Poaceae
Acrocarpus fraxinifolius	Fabaceae
Acroceras amplectens	Poaceae
Acroceras attenuatum	Poaceae
Acroceras boivinii	Poaceae
Acroceras calcicola	Poaceae
Acroceras chaseae	Poaceae
Acroceras diffusum	Poaceae
Acroceras elegans	Poaceae
Acroceras excavatum	Poaceae
Acroceras fluminense	Poaceae
Acroceras gabunense	Poaceae
Acroceras ivohibense	Poaceae
Acroceras macrum	Poaceae
Acroceras munroanum	Poaceae
Acroceras parvulum	Poaceae
Acroceras tenuicaule	Poaceae
Acroceras tonkinense	Poaceae
Acroceras zizanioides	Poaceae
Acroclinium roseum	Asteraceae
Acrocomia aculeata	Arecaceae
Acrocomia sclerocarpa	Arecaceae
Acrocomia vinifera	Arecaceae
Acrodon subulatus	Aizoaceae
Acroglochin persicarioides	Chenopodiaceae
Acronychia acidula	Rutaceae
Acronychia acronychioides	Rutaceae
Acronychia baeuerlenii	Rutaceae
Acronychia crassipetala	Rutaceae
Acronychia goniocarpa	Rutaceae
Acronychia haplophylla	Rutaceae
Acronychia heterophylla	Rutaceae
Acronychia imperforata	Rutaceae
Acronychia laevis	Rutaceae
Acronychia laurifolia	Rutaceae
Acronychia melicopoides	Rutaceae
Acronychia oblongifolia	Rutaceae
Acronychia octandra	Rutaceae
Acronychia oligophlebia	Rutaceae
Acronychia parviflora	Rutaceae
Acronychia pedunculata	Rutaceae
Acronychia porteri	Rutaceae
Acronychia pubescens	Rutaceae
Acronychia pullei	Rutaceae
Acronychia suberosa	Rutaceae
Acronychia trifoliolata	Rutaceae
Acronychia vestita	Rutaceae
Acronychia wilcoxiana	Rutaceae
Acrophyllum australe	Cunoniaceae
Acropogon dzumacensis	Sterculiaceae
Acroporium fuscoflavum	Sematophyllaceae
Acroptilon repens	Asteraceae
Acrostichum aureum	Pteridaceae
Acrotome fleckii	Lamiaceae
Acrotome inflata	Lamiaceae
Acrotriche affinis	Epacridaceae
Acrotriche aggregata	Epacridaceae
Acrotriche cordata	Epacridaceae
Acrotriche depressa	Epacridaceae
Acrotriche divaricata	Epacridaceae
Acrotriche fasciculiflora	Epacridaceae
Acrotriche leucocarpa	Epacridaceae
Acrotriche patula	Epacridaceae
Acrotriche rigida	Epacridaceae
Acrotriche serrulata	Epacridaceae
Actaea alba	Ranunculaceae
Actaea asiatica	Ranunculaceae
Actaea pachypoda	Ranunculaceae
Actaea rubra	Ranunculaceae
Actaea spicata	Ranunculaceae
Actephila excelsa	Euphorbiaceae
Actephila lindleyi	Euphorbiaceae
Actinidia arguta	Actinidiaceae
Actinidia callosa	Actinidiaceae
Actinidia chinensis	Actinidiaceae
Actinidia deliciosa	Actinidiaceae
Actinidia kolomikta	Actinidiaceae
Actinidia latifolia	Actinidiaceae
Actinidia polygama	Actinidiaceae
Actinidia rufa	Actinidiaceae
Actinidia strigosa	Actinidiaceae
Actiniopteris dimorpha	Actiniopteridaceae
Actiniopteris pauciloba	Actiniopteridaceae
Actiniopteris radiata	Actiniopteridaceae
Actinobole uliginosum	Asteraceae
Actinocheita potentillifolia	Anacardiaceae
Actinocladum verticillatum	Poaceae
Actinodaphne ambigua	Lauraceae
Actinodaphne angustifolia	Lauraceae
Actinodaphne borneensis	Lauraceae
Actinodaphne glabra	Lauraceae
Actinodaphne glomerata	Lauraceae
Actinodaphne hookeri	Lauraceae
Actinodaphne lancifolia	Lauraceae
Actinodaphne longifolia	Lauraceae
Actinodaphne macrophylla	Lauraceae
Actinodaphne maingayi	Lauraceae
Actinodaphne malaccensis	Lauraceae
Actinodaphne multiflora	Lauraceae
Actinodaphne obovata	Lauraceae
Actinodaphne omeiensis	Lauraceae
Actinodaphne procera	Lauraceae
Actinodaphne reticulata	Lauraceae
Actinodaphne sesquipedalis	Lauraceae
Actinodaphne sphaerocarpa	Lauraceae
Actinokentia divaricata	Arecaceae
Actinolema macrolema	Apiaceae
Actinomeris alternifolia	Asteraceae
Actinostemon amazonicus	Euphorbiaceae
Actinostemon communis	Euphorbiaceae
Actinostemon concepcionis	Euphorbiaceae
Actinostemon lanceolatus	Euphorbiaceae
Actinostemon lobatum	Euphorbiaceae
Actinostrobus acuminatus	Cupressaceae
Actinostrobus arenarius	Cupressaceae
Actinostrobus glauca	Cupressaceae
Actinostrobus pyramidalis	Cupressaceae
Actinotus forsythii	Apiaceae
Actinotus gibbonsii	Apiaceae
Actinotus helianthi	Apiaceae
Actinotus leucocephalus	Apiaceae
Actinotus minor	Apiaceae
Actites megalocarpa	Asteraceae
Adansonia aethopium	Bombacaceae
Adansonia digitata	Bombacaceae
Adansonia grandidieri	Bombacaceae
Adansonia gregorii	Bombacaceae
Adansonia madagascariensis	Bombacaceae
Adansonia perrieri	Bombacaceae
Adansonia rubrostipa	Bombacaceae
Adansonia suarezensis	Bombacaceae
Adansonia za	Bombacaceae
Adelia triloba	Euphorbiaceae
Adelobotrys adscendens	Melastomataceae
Adelobotrys boissieriana	Melastomataceae
Adelobotrys macrantha	Melastomataceae
Adelobotrys saxosa	Melastomataceae
Adelobotrys scandens	Melastomataceae
Adelobotrys tessmannii	Melastomataceae
Adelocaryum eoelestinum	Boraginaceae
Adenandra fragrans	Rutaceae
Adenandra gummifera	Rutaceae
Adenandra obtusata	Rutaceae
Adenanthera abrosperma	Fabaceae
Adenanthera bicolor	Fabaceae
Adenanthera falcataria	Fabaceae
Adenanthera intermedia	Fabaceae
Adenanthera mantaroa	Fabaceae
Adenanthera microsperma	Fabaceae
Adenanthera pavonina	Fabaceae
Adenanthera tamarindifolia	Fabaceae
Adenanthos cygnorum	Proteaceae
Adenaria floribunda	Lythraceae
Adenia cissampeloides	Passifloraceae
Adenia cladosepala	Passifloraceae
Adenia cordifolia	Passifloraceae
Adenia digitata	Passifloraceae
Adenia dolichosiphon	Passifloraceae
Adenia ellenbeckii	Passifloraceae
Adenia erecta	Passifloraceae
Adenia fruticosa	Passifloraceae
Adenia glauca	Passifloraceae
Adenia globosa	Passifloraceae
Adenia goetzei	Passifloraceae
Adenia gummifera	Passifloraceae
Adenia hastata	Passifloraceae
Adenia heterophylla	Passifloraceae
Adenia hondala	Passifloraceae
Adenia karibaensis	Passifloraceae
Adenia kigogoensis	Passifloraceae
Adenia lanceolata	Passifloraceae
Adenia litoralis	Passifloraceae
Adenia lobata	Passifloraceae
Adenia macrophylla	Passifloraceae
Adenia mcdadiana	Passifloraceae
Adenia metamorpha	Passifloraceae
Adenia mossambicensis	Passifloraceae
Adenia ovata	Passifloraceae
Adenia panduriformis	Passifloraceae
Adenia pechuelii	Passifloraceae
Adenia repanda	Passifloraceae
Adenia rumicifolia	Passifloraceae
Adenia schliebenii	Passifloraceae
Adenia spinosa	Passifloraceae
Adenia stenodactyla	Passifloraceae
Adenia stolzii	Passifloraceae
Adenia stricta	Passifloraceae
Adenia tuberifera	Passifloraceae
Adenia venenata	Passifloraceae
Adenia volkensii	Passifloraceae
Adenia wightiana	Passifloraceae
Adenia zambesiensis	Passifloraceae
Adenium honghel	Apocynaceae
Adenium multiflora	Apocynaceae
Adenium multiflorum	Apocynaceae
Adenium oleifolium	Apocynaceae
Adenium swazicum	Apocynaceae
Adenocalymma apurense	Bignoniaceae
Adenocalymma arthropetiolatum	Bignoniaceae
Adenocalymma bracteatum	Bignoniaceae
Adenocalymma bracteolatum	Bignoniaceae
Adenocalymma dusenii	Bignoniaceae
Adenocalymma magnificum	Bignoniaceae
Adenocalymma marginatum	Bignoniaceae
Adenocalymma paulistarum	Bignoniaceae
Adenocalymma prancei	Bignoniaceae
Adenocalymma purpurascens	Bignoniaceae
Adenocalymma saulense	Bignoniaceae
Adenocalymma subincanum	Bignoniaceae
Adenocalymna alliaceum	Bignoniaceae
Adenocarpus complicatus	Fabaceae
Adenocarpus decorticans	Fabaceae
Adenocarpus foliolosus	Fabaceae
Adenocarpus hispanicus	Fabaceae
Adenocarpus lainzii	Fabaceae
Adenocarpus mannii	Fabaceae
Adenocarpus telonensis	Fabaceae
Adenocarpus viscosus	Fabaceae
Adenocaulon bicolor	Asteraceae
Adenocline acuta	Euphorbiaceae
Adenodolichos baumii	Fabaceae
Adenodolichos exellii	Fabaceae
Adenodolichos huillensis	Fabaceae
Adenodolichos paniculatus	Fabaceae
Adenodolichos punctatus	Fabaceae
Adenodolichos rhomboideus	Fabaceae
Adenodolichos rupestris	Fabaceae
Adenogramma glomerata	Molluginaceae
Adenolobus garipensis	Fabaceae
Adenolobus pechuelii	Fabaceae
Adenophora axilliflora	Campanulaceae
Adenophora divaricata	Campanulaceae
Adenophora elata	Campanulaceae
Adenophora gmelini	Campanulaceae
Adenophora gmelinii	Campanulaceae
Adenophora lilifolia	Campanulaceae
Adenophora liliifolia	Campanulaceae
Adenophora polyantha	Campanulaceae
Adenophora potaninii	Campanulaceae
Adenophora remotiflora	Campanulaceae
Adenophora stenanthina	Campanulaceae
Adenophora stenophylla	Campanulaceae
Adenophora tetraphylla	Campanulaceae
Adenophora triphylla	Campanulaceae
Adenophyllum porophylloides	Asteraceae
Adenophyllum porophyllum	Asteraceae
Adenopodia polystachya	Fabaceae
Adenopodia spicata	Fabaceae
Adenopus breviflorus	Cucurbitaceae
Adenosma glutihosum	Scrophulariaceae
Adenosma glutinosum	Scrophulariaceae
Adenostemma caffrum	Asteraceae
Adenostemma lavenia	Asteraceae
Adenostephanus guyanensis	Proteaceae
Adenostoma fasciculatum	Rosaceae
Adenostoma sparsifolium	Rosaceae
Adenostyles alliariae	Asteraceae
Adenostyles alpina	Asteraceae
Adenostyles glabra	Asteraceae
Adesmia ameghinoi	Fabaceae
Adesmia aphylla	Fabaceae
